regulator_ensg	ENSG00000168209	ENSG00000134460	ENSG00000100385	ENSG00000128965	ENSG00000177034	ENSG00000134294	ENSG00000165175	ENSG00000125734	ENSG00000010017	ENSG00000139318	ENSG00000164056	ENSG00000181826	ENSG00000105281	ENSG00000134242	ENSG00000175197	ENSG00000009790	ENSG00000151012	ENSG00000137575	ENSG00000133816	ENSG00000134109	ENSG00000155307	ENSG00000156675	ENSG00000171552	ENSG00000196083	ENSG00000070540	ENSG00000141682	ENSG00000163599	ENSG00000165832	ENSG00000166974	ENSG00000169032	ENSG00000130766	ENSG00000135069	ENSG00000101255	ENSG00000035720	ENSG00000095794	ENSG00000100647	ENSG00000108582	ENSG00000111670	ENSG00000134440	ENSG00000135269	ENSG00000182158	ENSG00000101445	ENSG00000103257	ENSG00000125735	ENSG00000128271	ENSG00000129226	ENSG00000143878	ENSG00000164674	ENSG00000186480	ENSG00000196937	ENSG00000198431	ENSG00000106723	ENSG00000104964	ENSG00000153179	ENSG00000140511	ENSG00000132274	ENSG00000178802	ENSG00000135722	ENSG00000160014	ENSG00000100911	ENSG00000103187	ENSG00000171621	ENSG00000126353	ENSG00000168394	ENSG00000181026	ENSG00000189057	ENSG00000064666	ENSG00000111348	ENSG00000137804	ENSG00000188486	ENSG00000101224	ENSG00000197747	ENSG00000240065	ENSG00000087088	ENSG00000131370	ENSG00000164104	ENSG00000140525	ENSG00000146918	ENSG00000169189	ENSG00000196776	ENSG00000120694	ENSG00000125870	ENSG00000132819	ENSG00000099985	ENSG00000111885	ENSG00000112972	ENSG00000140030	ENSG00000169255	ENSG00000171174	ENSG00000187840	ENSG00000023445	ENSG00000067113	ENSG00000068912	ENSG00000074935	ENSG00000086300	ENSG00000100664	ENSG00000104626	ENSG00000110031	ENSG00000118503	ENSG00000122884	ENSG00000128595	ENSG00000139182	ENSG00000139644	ENSG00000150938	ENSG00000156535	ENSG00000163513	ENSG00000174130	ENSG00000185800	ENSG00000198862	ENSG00000088826	ENSG00000130340	ENSG00000139626	ENSG00000164751	ENSG00000196182	ENSG00000197081	ENSG00000221963	ENSG00000007202	ENSG00000034677	ENSG00000058063	ENSG00000078668	ENSG00000079785	ENSG00000102879	ENSG00000114867	ENSG00000121858	ENSG00000130204	ENSG00000152684	ENSG00000153310	ENSG00000174437	ENSG00000253729	ENSG00000005486	ENSG00000006576	ENSG00000059804	ENSG00000102580	ENSG00000107968	ENSG00000111790	ENSG00000116560	ENSG00000116679	ENSG00000117500	ENSG00000119013	ENSG00000121064	ENSG00000125629	ENSG00000126246	ENSG00000131966	ENSG00000139514	ENSG00000153814	ENSG00000156531	ENSG00000156787	ENSG00000162923	ENSG00000163823	ENSG00000168918	ENSG00000170340	ENSG00000176624	ENSG00000178573	ENSG00000196517	ENSG00000011590	ENSG00000072364	ENSG00000080822	ENSG00000082641	ENSG00000108798	ENSG00000115165	ENSG00000118564	ENSG00000119138	ENSG00000120686	ENSG00000124151	ENSG00000125505	ENSG00000126264	ENSG00000134262	ENSG00000137331	ENSG00000141127	ENSG00000148248	ENSG00000150687	ENSG00000159479	ENSG00000163568	ENSG00000176018	ENSG00000177432	ENSG00000181852	ENSG00000182831	ENSG00000186350	ENSG00000188811	ENSG00000198625	ENSG00000067167	ENSG00000100906	ENSG00000111537	ENSG00000114446	ENSG00000120875	ENSG00000138378	ENSG00000140105	ENSG00000143891	ENSG00000167604	ENSG00000117724	ENSG00000108518	ENSG00000177721	ENSG00000179409	ENSG00000214078	ENSG00000076382	ENSG00000104880	ENSG00000111801	ENSG00000113328	ENSG00000128284	ENSG00000135821	ENSG00000143515	ENSG00000164111	ENSG00000172005	ENSG00000177030	ENSG00000189067	ENSG00000197694	ENSG00000035403	ENSG00000104518	ENSG00000131747	ENSG00000135426	ENSG00000156299	ENSG00000157456	ENSG00000160932	ENSG00000163840	ENSG00000178209	ENSG00000100092	ENSG00000024048	ENSG00000100304	ENSG00000112667	ENSG00000125347	ENSG00000161513	ENSG00000168300	ENSG00000180628	ENSG00000071054	ENSG00000085063	ENSG00000108622	ENSG00000121957	ENSG00000133606	ENSG00000138180	ENSG00000142347	ENSG00000145287	ENSG00000156587	ENSG00000160767	ENSG00000162191	ENSG00000169683	ENSG00000169926	ENSG00000170906	ENSG00000171476	ENSG00000173757	ENSG00000184357	ENSG00000197061	ENSG00000258289	ENSG00000047410	ENSG00000066279	ENSG00000072571	ENSG00000100030	ENSG00000100162	ENSG00000109220	ENSG00000112984	ENSG00000115523	ENSG00000115548	ENSG00000120437	ENSG00000121152	ENSG00000123080	ENSG00000131238	ENSG00000133639	ENSG00000135473	ENSG00000135842	ENSG00000135926	ENSG00000141510	ENSG00000149311	ENSG00000157800	ENSG00000161888	ENSG00000161920	ENSG00000162654	ENSG00000165071	ENSG00000167136	ENSG00000187837	ENSG00000196230	ENSG00000205220	ENSG00000074800	ENSG00000084733	ENSG00000089127	ENSG00000103145	ENSG00000111674	ENSG00000117650	ENSG00000119537	ENSG00000145386	ENSG00000177156
ENSG00000110321																																																			-0.3116662928149355					0.4160475963975157																									-0.3612139044739606							-0.6110933803178941																																								-0.33870501593279084																														-0.35282162105264525																																													0.34857830868702383																						0.41844915959272105																																																						
ENSG00000173757																																																																		0.5664024696035087				0.4496051068580618																																																																																																																								0.4479990600904913										0.4887626008681743																													0.3548245751466104	0.42222705186914855								0.47744911840505044			0.3803673138679361						0.3563013874035027			1.0			0.4025632046500084										0.40772381667468655			0.5140611920463337													
ENSG00000168439													-0.40460389072003705																														-0.47345562418411274													0.4067944470675275	0.3148608509774143																																																																	-0.23021471912874306														-0.3147723824212939								-0.34782529135513535																																																				0.3753040729168951																					0.2497560364373439		0.3050442652135041			0.33888229281016313	0.34380553302147776									0.279072064925526					0.23516785105306806																																										
ENSG00000134516																																																								0.3797402069211323																									-0.33109208424616343																				-0.29978364920143047																				-0.30060447513780497		-0.27928903211347716		-0.3495423521348001			-0.2963542425204952																																																																																																																																																							
ENSG00000165699																			-0.3649191467346758																																																																																																																											-0.3865447987868727																																																																																																																																									
ENSG00000167130				-0.5693328312524891		-0.26787215871325615	-0.3022177170354315								-0.4827735313456318																-0.43986038132843236	-0.44844967172750616	-0.4991339474087174																																																									-0.4281534496229238				-0.38742820298817593																																																		-0.2657782473642484										-0.48981423158504367																				-0.2494700450582016																																														0.3360544356130843																																													0.38591060309511277														
ENSG00000168610																																																													0.4064465081075918							0.25841087769792614									0.2693163797353072																																																																												-0.5260130327731025																																						0.21002710214385373																																												0.4829016626663246																			0.5142430710972495																									
ENSG00000067955		-0.47588964305931253																																								-0.40284186510976483																																		0.2959577115622753																																																																																																																		0.4003219778869982																																							0.38454010286577256																																																		
ENSG00000095564	-0.4851078251888305				-0.4660615540168132	-0.2890816091303802																								-0.24732857491588792																																0.4850695364145594																																																																																																										-0.5731316518562017																										0.2564583915129816												0.29785222667942124																																																																									
ENSG00000182872																																																																																						-0.4445337663728428																																																																																																																																																																																																	
ENSG00000127481																																																																												0.36967005408736775																																																																																																																			0.27217914767006984																																																																																								
ENSG00000163872																																																																																																																				-0.3555830818355526																																																																											0.2575991168298539																												0.43684048853824703																																																												
ENSG00000113812																																	-0.5624532988896945																												0.4614843994202496									0.4069420956389086																																																																																																																								0.4357237627790167																			0.48052368122731776																													0.43711531702174766						0.5093343242203806	0.4324520658515256																																		
ENSG00000169020				-0.5709057033376336			-0.41085143800838647						-0.31036657381066834													-0.5813023090695093																					-0.6234475947237538																																																																																																																																																																																																							0.32500642449974015																																	
ENSG00000204619																	-0.5618803294003795																						-0.42170342507809544																														0.4119849374951822																																																																																																																									0.44109632338211185																																																		0.41491495065122386																																							
ENSG00000156127	-0.403208585445034																			-0.33231161925760205																																									0.38692347105273606						0.3467982799426396	0.2825271456946861																																																																																																																																																																													0.4077297376478557																																						
ENSG00000065615																																																													0.3870213557586953																																																																																																																																													0.3652336649067758																																																																													
ENSG00000100294																																																																																		-0.25052493932871084																																																																																																																																																																																																					
ENSG00000100983																																																																														0.33922714783112456																																																																																					-0.36128557296423974																																0.3551541928445735																																0.5081960692150739																																																				
ENSG00000173812																										-0.583762462036177																																																																																																																																																										-0.3483676145189964																																																		0.3452853516214496																																																	
ENSG00000095319															-0.522532981004959																																																																																																																																																																																											0.337069771400859																																																																													
ENSG00000241837							-0.3338500249490416																										-0.46260844804419343						-0.31834151022792107																																																							-0.38425015000506607																																																																																																																															0.42004428942563093																																																										
ENSG00000152234							-0.3544345553818565																																																																																			-0.3676854890496163																																																																																																																																																																																													
ENSG00000119421																																																																					0.310992144873966									0.31316650570381316																																																																																																																					0.3453295287815278																																																																																				
ENSG00000005483																																																																																																																																																																																																																																																																																							
ENSG00000162604																																																																																																																																																																																																																																																																																							
ENSG00000150779																																											-0.4342635592366373																																											-0.45672901474241284																																																																																																																																																																																																	
ENSG00000159753							-0.40423223564809163																																																																																																																																																																																																																																																																																
ENSG00000162063																																																																													0.30772479704755124																																																																																																																																																																						0.2713023413894413																																				
ENSG00000110717																																																																												0.3723224590140476																																																																																																																																								0.32763983245253153															0.4899073941906126																						0.4611770310870189																														
ENSG00000254999																																																																																																																																																																																																											0.4965479299751181																																																																												
ENSG00000115085																																	-0.7491946640281558																																																																																																																																																																																																																																																						
ENSG00000023287																																																																																																																																																																																																																																																																																							
ENSG00000104131																																																																																																																																																																																																																																																0.46444863065426145																																							
ENSG00000198286																																																																																																																																																																																																																																																																																							
ENSG00000177889																																																																																																																																																																																																																																																																												0.47790581729660825											
ENSG00000105122																																																																																																																																																																																																																																																																																							
ENSG00000165416																																																																																																																																																																																																																																																																																							
ENSG00000062650	-0.49235330640707664				-0.6770758368273347																																																																																																																																																																																																																																																																								0.3970667401985056										
