regulator_ensg	ENSG00000168209	ENSG00000134460	ENSG00000100385	ENSG00000128965	ENSG00000177034	ENSG00000134294	ENSG00000165175	ENSG00000125734	ENSG00000010017	ENSG00000139318	ENSG00000164056	ENSG00000181826	ENSG00000105281	ENSG00000134242	ENSG00000175197	ENSG00000009790	ENSG00000151012	ENSG00000137575	ENSG00000133816	ENSG00000134109	ENSG00000155307	ENSG00000156675	ENSG00000171552	ENSG00000196083	ENSG00000070540	ENSG00000141682	ENSG00000163599	ENSG00000165832	ENSG00000166974	ENSG00000169032	ENSG00000130766	ENSG00000135069	ENSG00000101255	ENSG00000035720	ENSG00000095794	ENSG00000100647	ENSG00000108582	ENSG00000111670	ENSG00000134440	ENSG00000135269	ENSG00000182158	ENSG00000101445	ENSG00000103257	ENSG00000125735	ENSG00000128271	ENSG00000129226	ENSG00000143878	ENSG00000164674	ENSG00000186480	ENSG00000196937	ENSG00000198431	ENSG00000106723	ENSG00000104964	ENSG00000153179	ENSG00000140511	ENSG00000132274	ENSG00000178802	ENSG00000135722	ENSG00000160014	ENSG00000100911	ENSG00000103187	ENSG00000171621	ENSG00000126353	ENSG00000168394	ENSG00000181026	ENSG00000189057	ENSG00000064666	ENSG00000111348	ENSG00000137804	ENSG00000188486	ENSG00000101224	ENSG00000197747	ENSG00000240065	ENSG00000087088	ENSG00000131370	ENSG00000164104	ENSG00000140525	ENSG00000146918	ENSG00000169189	ENSG00000196776	ENSG00000120694	ENSG00000125870	ENSG00000132819	ENSG00000099985	ENSG00000111885	ENSG00000112972	ENSG00000140030	ENSG00000169255	ENSG00000171174	ENSG00000187840	ENSG00000023445	ENSG00000067113	ENSG00000068912	ENSG00000074935	ENSG00000086300	ENSG00000100664	ENSG00000104626	ENSG00000110031	ENSG00000118503	ENSG00000122884	ENSG00000128595	ENSG00000139182	ENSG00000139644	ENSG00000150938	ENSG00000156535	ENSG00000163513	ENSG00000174130	ENSG00000185800	ENSG00000198862	ENSG00000088826	ENSG00000130340	ENSG00000139626	ENSG00000164751	ENSG00000196182	ENSG00000197081	ENSG00000221963	ENSG00000007202	ENSG00000034677	ENSG00000058063	ENSG00000078668	ENSG00000079785	ENSG00000102879	ENSG00000114867	ENSG00000121858	ENSG00000130204	ENSG00000152684	ENSG00000153310	ENSG00000174437	ENSG00000253729	ENSG00000005486	ENSG00000006576	ENSG00000059804	ENSG00000102580	ENSG00000107968	ENSG00000111790	ENSG00000116560	ENSG00000116679	ENSG00000117500	ENSG00000119013	ENSG00000121064	ENSG00000125629	ENSG00000126246	ENSG00000131966	ENSG00000139514	ENSG00000153814	ENSG00000156531	ENSG00000156787	ENSG00000162923	ENSG00000163823	ENSG00000168918	ENSG00000170340	ENSG00000176624	ENSG00000178573	ENSG00000196517	ENSG00000011590	ENSG00000072364	ENSG00000080822	ENSG00000082641	ENSG00000108798	ENSG00000115165	ENSG00000118564	ENSG00000119138	ENSG00000120686	ENSG00000124151	ENSG00000125505	ENSG00000126264	ENSG00000134262	ENSG00000137331	ENSG00000141127	ENSG00000148248	ENSG00000150687	ENSG00000159479	ENSG00000163568	ENSG00000176018	ENSG00000177432	ENSG00000181852	ENSG00000182831	ENSG00000186350	ENSG00000188811	ENSG00000198625	ENSG00000067167	ENSG00000100906	ENSG00000111537	ENSG00000114446	ENSG00000120875	ENSG00000138378	ENSG00000140105	ENSG00000143891	ENSG00000167604	ENSG00000117724	ENSG00000108518	ENSG00000177721	ENSG00000179409	ENSG00000214078	ENSG00000076382	ENSG00000104880	ENSG00000111801	ENSG00000113328	ENSG00000128284	ENSG00000135821	ENSG00000143515	ENSG00000164111	ENSG00000172005	ENSG00000177030	ENSG00000189067	ENSG00000197694	ENSG00000035403	ENSG00000104518	ENSG00000131747	ENSG00000135426	ENSG00000156299	ENSG00000157456	ENSG00000160932	ENSG00000163840	ENSG00000178209	ENSG00000100092	ENSG00000024048	ENSG00000100304	ENSG00000112667	ENSG00000125347	ENSG00000161513	ENSG00000168300	ENSG00000180628	ENSG00000071054	ENSG00000085063	ENSG00000108622	ENSG00000121957	ENSG00000133606	ENSG00000138180	ENSG00000142347	ENSG00000145287	ENSG00000156587	ENSG00000160767	ENSG00000162191	ENSG00000169683	ENSG00000169926	ENSG00000170906	ENSG00000171476	ENSG00000173757	ENSG00000184357	ENSG00000197061	ENSG00000258289	ENSG00000047410	ENSG00000066279	ENSG00000072571	ENSG00000100030	ENSG00000100162	ENSG00000109220	ENSG00000112984	ENSG00000115523	ENSG00000115548	ENSG00000120437	ENSG00000121152	ENSG00000123080	ENSG00000131238	ENSG00000133639	ENSG00000135473	ENSG00000135842	ENSG00000135926	ENSG00000141510	ENSG00000149311	ENSG00000157800	ENSG00000161888	ENSG00000161920	ENSG00000162654	ENSG00000165071	ENSG00000167136	ENSG00000187837	ENSG00000196230	ENSG00000205220	ENSG00000074800	ENSG00000084733	ENSG00000089127	ENSG00000103145	ENSG00000111674	ENSG00000117650	ENSG00000119537	ENSG00000145386	ENSG00000177156
ENSG00000112237	-0.4966290500854009	-0.39064474407744587			-0.373987599372124			-0.2923571837167926	-0.23148804322957978			-0.2906287497847093						-0.30786485177143014	-0.5299495648460387				-0.407100686654504				-0.5410196317587739									-0.3113652316700371		-0.3045864180823369																						0.25679207936718784													0.27985994153253546	0.3299838724055467									-0.2710225514508187		-0.31621966633663884		-0.38773902750156264		-0.4989579375638891								-0.36515526365594686			-0.3056302330556134		-0.3418148731739869		-0.5938998925843243		-0.32583642082164566		-0.4238427540841026										-0.38607722737417505	-0.2025923621145782					-0.4378119261647026			-0.28228893841655783			-0.3554000162586329		-0.32703812583921577											-0.24990407113865004		-0.5324813060463286			-0.2719257390287956	-0.7131491474980439	-0.32254256859017516		-0.24666541631773503	-0.47099324286858263			-0.2882943865584922	-0.2946772382355628			-0.31027321152248766													-0.49550599516359894				-0.22973089481249773																0.28978872205886413					0.3292620266843631						0.30834129934491006														0.3419005460215705	0.3589773984317126		0.41605716161370265																															0.3924007016570404			0.24104391901128558					0.22279692096887413																			
ENSG00000173011	-0.47845829294156006	-0.35184077595240654	-0.48340162897124683					-0.28393094056687906	-0.30230962173156006		-0.4241242586311815	-0.33341269628349335		-0.26008122129363115		-0.22025979323292652		-0.2928542529196307	-0.36788760160039413	-0.21592825649718478	-0.4724274937266697	-0.30517696776543146	-0.389525832125386	-0.4150273878438826	-0.35140114788137494				-0.2974417662406597					-0.5149439615330668	-0.39244611926273204	-0.32078225371137	-0.3523167439760433	-0.32320838832406257		-0.32268624615722036	-0.33434277640505894	-0.3001998172355953		-0.5306035690236014	-0.437181970148236	-0.5458274435616546	-0.6359266084149835	-0.35477594939273405		-0.44156364801807424			0.2294137900584818	0.37116829511287436	0.33960823559455616		0.31328164821579974	0.41392920336656946		0.3462869281374799		0.5901635451651924	0.7439166474844158	0.33174732753796393	0.3960673056797834							0.2604654986302623	0.3050749173073985		0.41720901891443374								-0.29870523611658767	-0.6251915331024709	-0.38688687288656215				-0.4199509485707035		-0.4646187038826234	-0.4023893798991816	-0.2463241573518442		-0.2881964352347344		-0.27605518303282617	-0.24329590566461373	-0.415653731178114	-0.29474151765278006	-0.26074226301377657	-0.30362477424284884	-0.22472660211470588	-0.626294375025671			-0.49301603524773735	-0.3744729135122732				-0.34312949385905417	-0.33179434746536385	-0.21628351758049924	-0.349801232549681			-0.3774755141564079	-0.17952899184609572					-0.3352481868371578		-0.35646531869675563	-0.29759421110130047			-0.3636814708269583			-0.25488367096167075	-0.352035574854207	-0.2634420976480105			-0.2176358826553288		-0.48865137159287214		-0.3783404369181438			-0.6881590716654686	-0.24466100495896237	-0.2852560978860001	-0.2373549633992388	-0.6852272025158784	-0.3119355810671452									-0.3007046120157856							-0.3773329032935319	-0.2555781172831326					-0.22544013103227167				-0.24326455676408057																0.3870094825751115	0.29345985036817646				0.31092194859950506		0.3281575003845752	0.4585041814918431	0.3345309606080624				0.26565830664495693		0.3778717326592344				0.409126584031025		0.36867729232125823	0.27596700275569336				0.31304155697828107		0.3043622311607779				0.272164362640994							0.5326809275015443	0.3276399046508374	0.33461691534712296	0.23053054957400182		0.24401185326283004						0.23190137170199332																0.32359013144766546	0.33548161376014785			0.38886469492799186																	
ENSG00000143437		-0.30131577934931225								-0.43849093122351845																	-0.43581313632790447			-0.21577599006754436										-0.24210957455767923				-0.4691070666901212																											0.3451284120606579											-0.22803000552327057	-0.2873080834402839													-0.2628732533857526			-0.37950642317992933										-0.25706320403829724											-0.2586858024608166	-0.24655828686932313	-0.20103714032759123		-0.370469914892706		-0.34804169955986336			-0.28363569041912823							-0.2775219908672334	-0.3372424684377975																		-0.37549291702980686										-0.3295665189351834				-0.3019345899066789									-0.7550382248084463																0.24558692100011015		0.3584494885638899																					0.334217404082044						0.32439768842049016					0.3367245158627402						0.27211258022350693			0.23714571435379975		0.2607236655894253																																								
ENSG00000106546										-0.4494376935681266																																											0.2621115958858663																												-0.3335524515250839	-0.24297422459749282																											-0.2582912581480097								-0.2657797803258682			-0.23936736511726928	-0.27164187941240475	-0.2550551620417131	-0.3428845600018835		-0.36011221018529227		-0.2356460548831492	-0.2874482979146493									-0.3672652440411629																																																							0.4054135842888435																		0.31477137582766734												0.31811618254352775	0.29385188125024336		0.3392782554073674			0.37196860801050347											0.24214012059379234																		0.34339861964355906							0.2935591463113951															
ENSG00000119760	-0.3905213506709304	-0.32448056664641445			-0.39936751577290275			-0.3011909800164433			-0.5353929481706412							-0.4016021807438094			-0.4146837436335458	-0.2890006290414328	-0.31765993307139634	-0.39305159884007557				-0.2560651670236091						-0.4849356258790659	-0.3737559631644509	-0.28477036970328085	-0.34791772800874987	-0.2715532429143677		-0.2435445317034508	-0.3490056984495174							-0.29664091912720675		-0.3759936923506385			0.2499541189424048	0.3002466139119408			0.2680498376562977			0.3208911303513601		0.4732558153431353	0.6620212109949377	0.2839729258909938	0.37653437761065844	0.40450847029798914							0.293216186237085	0.3135499601799525	0.30377660878617374									-0.5597869228021422			-0.3151142565817321	-0.5609282687319508	-0.4828869822509399			-0.40405229187566505	-0.2672304696288345										-0.22958995467597365		-0.369659963944877	-0.32942778316387034	-0.42460431981368213			-0.6989206893198419	-0.34551797792253225							-0.3262497746215538	-0.22601494933654												-0.3309556193723867		-0.24419336850854476		-0.22421809430808526			-0.20333948916673242			-0.3431624701897099		-0.23023655801454604								-0.3057977141710523	-0.24112785649678267		-0.4576259844682499							-0.2970251538062422	-0.34008881589192175									-0.7140612085187764								-0.28798826005928974														0.3080395663213748					0.2529744930845611							0.30033514482141277			0.27187549322544485										0.28601320839033173			0.35569408847289985														0.31540724016601096							0.19280598247615313																									0.2983658458370083			0.2790161315164394									
ENSG00000162227		-0.32799004005244337	-0.4178185841190117					-0.3200426645520042	-0.34495896101468054		-0.42286751080407187	-0.2809228118230975		-0.2828615377092203				-0.3774215900762551		-0.2759607498509374	-0.39746624246819073	-0.3537159220021381		-0.3938797582094929	-0.31325269184791255			-0.3987694516163377	-0.25903702724651984					-0.5690504053863725	-0.34460662730780783		-0.3818101229822235				-0.323180845252046				-0.4450329996153658	-0.4177961491661788					-0.2646694711373448		0.32359393349575183	0.3163128380050246		0.4481864195491733	0.2760509239051262	0.42200082533730554		0.31060476630931066		0.4574569224767196	0.7278152140187314	0.36043975367890907	0.38433156543767716	0.4387703988029686	0.29380506605443724						0.28583457666309503	0.37661360413910316	0.4315217744514196								-0.3224128642040241	-0.4644725952083873	-0.355812695403466		-0.35722137808900856	-0.5998281430747574			-0.38508127333521563				-0.3235091528725199			-0.29408823214190855							-0.353972440266448																					-0.34588915489607475					-0.3386164726180685			-0.35906322595772944					-0.24562567253404616	-0.4451272965201741	-0.3082207446482945					-0.33809688747923533	-0.315902187335181				-0.2711693168126929																			-0.2643935219224673					-0.4205374477091995																	0.4200558094704427		0.22790748614290207			0.3893733912540451		0.34221634766116077		0.30859275580153245			0.32655437255965936		0.251142636221839									0.3455333482499638					0.37468015828622914				0.3622161295119431		0.33486150776099355					0.5705725481629215		0.34156437262202916			0.3162675026857878																																											
ENSG00000123338										-0.4056156763153019																																							-0.4541035077261664									0.4210646964747986																							-0.3711324903246092	-0.2581825658106001				-0.42274764378959406										-0.322520072947063																					-0.25728373454717185			-0.2831272092349466			-0.2781219695278084		-0.36594286356530653				-0.3121161221507914																																																																																								0.30868211950980456					0.3600417922910012																													0.33582790217339736										0.3890174842072245																		
ENSG00000186517		-0.3482749443169529	-0.34322093327262226																																														-0.36480002098391234																																																																				-0.24212134715878486																						-0.24761081339707453																																																																																							0.3047081217978599																						0.30396784135845584								0.33005253373613447																							
ENSG00000005339																																							-0.26340114363158934																																																			-0.31863498531654455																																							-0.2612070034075165																																																																																																																																																						
ENSG00000008838																																																											0.2592434253216643																																																																									-0.32882128046031284																																-0.2818775243226717																																																																																																																			
