gene,n_both,n_inv,rate,decile,p_expected,p_naive,p_degree_matched,q_naive,q_degree_matched,enrichment_vs_decile,OR_logistic,p_logistic,sig,direction,logistic_uncalibrated_do_not_use
DOHH,113,1,0.008849557522123894,3,0.039943442912689996,0.032179915806581395,0.1404511303192109,0.07021072539617759,0.24555694307464682,0.22155219672644685,0.21351893916877637,3.0545039538543722e-80,False,down,9.376616788576213e-80
TAF6L,1642,129,0.07856272838002436,9,0.06922476078890842,8.68026796704533e-06,0.14441475678258922,7.392228204193442e-05,0.25082563020133913,1.1348934613091812,1.1758861695929204,0.224972540991086,False,up,0.23948689847438184
PTPN2,59,4,0.06779661016949153,0,0.036986301369863014,0.5521020349602073,0.17409161553860178,0.6477997210199765,0.30030852518630646,1.8330194601381042,2.001279286257984,5.841434012244747e-12,False,up,8.81222045275779e-12
THAP12,59,0,0.0,0,0.03972602739726028,0.07588015747881036,0.1763548858697712,0.1381542177545237,0.30030852518630646,0.0,5.874261132931439e-10,4.0795683511912e-99,False,down,1.4554135739384822e-98
DNAJB11,64,0,0.0,1,0.036211699164345405,0.0817166810818826,0.17648638328827687,0.14478660272226176,0.30030852518630646,0.0,5.774436096605344e-10,2.512084135197211e-99,False,down,9.340707206930474e-99
RXRB,60,0,0.0,0,0.039753255654557916,0.07652680016539076,0.1776152775136886,0.13837722769632305,0.30030852518630646,0.0,5.853495887435773e-10,3.688577757593363e-99,False,down,1.3339514082255451e-98
KDM2A,66,0,0.0,1,0.03625209146681539,0.05040822336174435,0.17863149944035495,0.09641828849971748,0.30030852518630646,0.0,5.737116531670363e-10,2.0948969660115025e-99,False,down,7.90075427181481e-99
WRAP53,62,0,0.0,0,0.03980782429649966,0.07860861217396892,0.18105921789074103,0.1402207676616743,0.30030852518630646,0.0,5.81319435792948e-10,3.0329401907005956e-99,False,down,1.1120780699235518e-98
RASGRP1,68,0,0.0,1,0.036292573981016193,0.0513137257873926,0.18179230911117994,0.09676302577051177,0.30030852518630646,0.0,5.701141073981344e-10,1.7581716147616883e-99,False,down,6.726917482566459e-99
USP22,592,18,0.030405405405405407,8,0.0417145672524224,0.012661540203807956,0.18200516677957967,0.03223383451138639,0.30030852518630646,0.7288917854862736,0.5291019714343369,9.459213528133354e-13,False,down,1.460369807852167e-12
P4HB,69,0,0.0,1,0.036312849162011177,0.052044779548611725,0.18373942122217984,0.09744554468676238,0.3012870012587297,0.0,5.683630254323056e-10,1.6143410196074324e-99,False,down,6.2674416055347374e-99
PDIA6,70,0,0.0,1,0.03633314700950251,0.05295957813360312,0.18592344692490909,0.09846006075543116,0.30205210286095013,0.0,5.666423905884986e-10,1.484427128001054e-99,False,down,5.849085996899676e-99
RASA2,78,1,0.01282051282051282,2,0.04904364884747425,0.19428164802428882,0.18748712693802028,0.28977601739215963,0.30205210286095013,0.2614102564102564,0.335876063741351,6.791993410321219e-33,False,down,1.4344690082598412e-32
ELOB,631,32,0.05071315372424723,8,0.04069527967707389,0.9288535028465926,0.19073857296992192,0.9730846220297636,0.30205210286095013,1.2461679616571602,0.8918854393709765,0.21101660643535913,False,up,0.2255400165948778
INO80C,81,1,0.012345679012345678,2,0.04911591355599214,0.1318842834527596,0.19084467965075358,0.21101485352441535,0.30205210286095013,0.25135802469135804,0.32071244584987685,1.8502158974597224e-36,False,down,4.070474974602418e-36
ZMYM2,81,1,0.012345679012345678,2,0.04911591355599214,0.1318842834527596,0.19084467965075358,0.21101485352441535,0.30205210286095013,0.25135802469135804,0.32071244584987346,1.8502158975465535e-36,False,down,4.070474974602418e-36
RO60,100,1,0.01,3,0.03976073187895848,0.06714979583282009,0.1928564251872036,0.12310795902683684,0.30205210286095013,0.25150442477876106,0.2478750164335031,1.827579170461347e-61,False,down,4.639239432709574e-61
MMAB,185,1,0.005405405405405406,5,0.02057142857142857,0.0013026560230921416,0.193727179208512,0.0047816941481914985,0.30205210286095013,0.2627627627627628,0.11711510238512238,1.4891738628195638e-184,False,down,2.45713687365228e-183
NFKB2,188,1,0.005319148936170213,5,0.02058554437328454,0.0008438670502265678,0.19460210940190104,0.0035134125343874245,0.30205210286095013,0.25839243498817965,0.11484523533803694,1.9865226854520873e-188,False,down,3.7460142068525074e-187
KMT5B,189,1,0.005291005291005291,5,0.02059025394646534,0.000851736371972709,0.1950005257800331,0.0035134125343874245,0.30205210286095013,0.2569664902998236,0.11410637430811897,1.0450202816952807e-189,False,down,2.1221950335965702e-188
UBE2L3,456,13,0.02850877192982456,8,0.041659899301607926,0.02016365311849607,0.19564738480766086,0.04974957404937349,0.30205210286095013,0.6843216716254573,0.5234998489706297,3.679862431483039e-15,False,down,6.034060136096412e-15
UFL1,198,1,0.005050505050505051,5,0.02063273727647868,0.0006019379991640556,0.20090737577060763,0.002648527196321845,0.3083694604851187,0.24478114478114482,0.10782812725361716,6.308222491051156e-201,False,down,1.5139733978522776e-199
FAM98B,295,11,0.03728813559322034,7,0.05513816375907297,0.29519250897205657,0.20246854596546018,0.4123323934847774,0.3086824522913218,0.6762672720867421,0.7583548983041778,0.0002265665605611443,False,down,0.0002848265332768671
PRKAR1A,299,11,0.03678929765886288,7,0.05516626321824436,0.29702145124954116,0.20344979810109845,0.41270349015725716,0.3086824522913218,0.6668803633358308,0.7456692532116653,9.410891588689085e-05,False,down,0.00012060560094242323
UFM1,498,15,0.030120481927710843,8,0.04163950456323338,0.026189339861809543,0.21801737431605356,0.05810072036569512,0.3288947818253608,0.723363119798175,0.5437919624936762,5.434471000814493e-13,False,down,8.489351149201339e-13
ELP2,118,7,0.059322033898305086,3,0.037889518413597736,0.6779856384530163,0.22066422498709956,0.758424612506764,0.32923075709257077,1.5656581656898463,1.4996895787117221,5.200525208114305e-07,False,up,7.0770033759906e-07
UBE2I,127,3,0.023622047244094488,4,0.04973198332340679,0.22620282209506362,0.2207342575961554,0.3354918260286337,0.32923075709257077,0.47498703380640295,0.5650969450615646,5.305880537639841e-13,False,down,8.337812273434037e-13
ATP2A2,924,55,0.05952380952380952,9,0.06999745579442819,0.33677759390254314,0.24527386095932205,0.4606698693796445,0.36377696232169116,0.8503710434650916,0.9759541026011606,0.8170672707563367,False,down,0.8264588485811222
SEL1L,165,5,0.030303030303030304,5,0.01956769055745165,0.2905864908874447,0.26149358734878964,0.4080576255015181,0.3856665198887177,1.5486257928118394,0.6911262933280529,9.004339660069571e-07,False,up,1.2190490616709573e-06
SCAF4,52,0,0.0,0,0.03953646898432175,0.11465061557312003,0.2722549338029096,0.19278829625034197,0.3983206901425137,0.0,6.032663501951895e-10,8.779649064178118e-99,False,down,2.971573529414132e-98
ZNF613,170,1,0.0058823529411764705,5,0.02050113895216401,0.0027056463217518586,0.2730910792264961,0.009041653530917603,0.3983206901425137,0.2869281045751634,0.12980825335140536,2.285662204989174e-164,False,down,3.3523045673174554e-163
POGLUT3,173,1,0.005780346820809248,5,0.020515158422612263,0.0017588245657989663,0.2750122580790802,0.006212547276565385,0.39891887985097346,0.28175979447655747,0.12707369598952717,1.654758452588984e-168,False,down,2.569742538138187e-167
SCYL3,54,0,0.0,0,0.039590443686006824,0.11724944801875244,0.27805656714458205,0.19407127953774514,0.40113078538890523,0.0,5.984887499248373e-10,6.97040492257141e-99,False,down,2.3898531163101977e-98
DDX17,55,0,0.0,0,0.03961748633879782,0.11908919426179816,0.2814766991428932,0.19407127953774514,0.4016748571552638,0.0,5.961795414658077e-10,6.233934313247591e-99,False,down,2.1654719193386365e-98
CNOT4,55,0,0.0,0,0.03961748633879782,0.11908919426179816,0.2814766991428932,0.19407127953774514,0.4016748571552638,0.0,5.961795414434008e-10,6.233934308320066e-99,False,down,2.1654719193386365e-98
MEN1,250,15,0.06,6,0.045902754165249915,0.5690155584233154,0.2872786863115636,0.6646907408130764,0.407743462534132,1.3071111111111111,1.296493771226312,0.00044662621985817424,False,up,0.0005484154513607348
EIF3H,66,4,0.06060606060606061,1,0.03402119353039598,0.7783554974327771,0.28881828596167686,0.849729632041349,0.407743462534132,1.7814207650273226,1.7333394711442083,1.384622120082398e-08,False,up,1.9443629771369846e-08
SGF29,2218,166,0.07484220018034266,9,0.06932006633499171,7.173992649371142e-06,0.29617851834826636,6.530807101496488e-05,0.4159102598082038,1.0796614045154693,1.0425851092361882,0.7855995059734304,False,up,0.7976856522191755
PCYT2,134,9,0.06716417910447761,4,0.048045359594151,0.4342329296870101,0.3067960898298513,0.556492686589178,0.4285405699210621,1.397932696764624,1.668036158203614,6.495229644533898e-11,False,up,9.687800147779375e-11
YY1,109,6,0.05504587155963303,3,0.03812213201553124,0.8290388602429879,0.3137955869218186,0.8897002402607675,0.4360107102492637,1.443934760448522,1.4081434665544614,3.3322755391363105e-05,False,up,4.312356580058755e-05
SLC31A1,89,2,0.02247191011235955,2,0.04881656804733728,0.3344020578352822,0.3291766357052154,0.4606698693796445,0.45498760118417203,0.4603336738168199,0.5786210136866324,4.058526293993079e-10,False,down,5.985759450358508e-10
IWS1,93,2,0.021505376344086023,2,0.04891304347826087,0.24360248170561805,0.3316763036682293,0.3572836398349065,0.4550362135650087,0.43966547192353644,0.548058286364278,3.200407596049052e-12,False,down,4.8838589905026e-12
NAA30,220,13,0.05909090909090909,6,0.046008119079837616,0.6483215450548168,0.3326590500683586,0.7283271825296666,0.4550362135650087,1.2843582887700535,1.3102522687445617,0.00024707415485455725,False,up,0.00030913543545783465
TRIP12,290,12,0.041379310344827586,7,0.05497582081954696,0.5086241726831275,0.36721239099702074,0.6187870119278602,0.49971170733615194,0.7526819923371647,0.8484984639594014,0.028221751966751234,False,down,0.031436888266760867
LEO1,952,59,0.06197478991596639,9,0.06993251846193023,0.19016219890111252,0.3733890195488224,0.2852432983516688,0.5055112880045596,0.8862084660901229,1.013052697457161,0.9030811957955398,False,down,0.9099749453817653
WAC,403,20,0.04962779156327544,8,0.04091533920918573,0.9109798987835445,0.3767205539560086,0.958162124616955,0.507419521655032,1.212938534116655,0.9584125165773465,0.5945857235043192,False,up,0.6107806653896508
MED15,633,38,0.06003159557661927,9,0.06989128722230975,0.3725974816823394,0.39048403143011634,0.4954328776791589,0.5232882451652321,0.8589281720577153,1.0671056049999224,0.47886588155412735,False,down,0.5036677001206757
NRBP1,77,5,0.06493506493506493,2,0.047058823529411764,0.6035148537588486,0.41363424695365364,0.6897312614386841,0.5515123292715381,1.3798701298701297,1.8068909818770316,1.2595848498931057e-10,False,up,1.868148316695393e-10
DHPS,52,3,0.057692307692307696,0,0.03749147920927062,0.75331589989457,0.4464763236552537,0.8356109141687668,0.5827691599651805,1.5388111888111888,1.728918613919793,1.9975063900874595e-07,False,up,2.7609512407491587e-07
MYO9A,105,2,0.01904761904761905,3,0.03947832217130772,0.18274748073554964,0.4468603790160236,0.27887476829008734,0.5827691599651805,0.48248299319727894,0.4719178614298378,1.7344933787248437e-19,False,down,3.0324917349891302e-19
GATA3,299,13,0.043478260869565216,7,0.054911453688367945,0.6028956800313169,0.44712821975236927,0.6897312614386841,0.5827691599651805,0.7917885604761424,0.887918904417457,0.11387541781455869,False,down,0.1232094684550963
CHD4,192,2,0.010416666666666666,5,0.020375457875457876,0.005033104196525803,0.4478232750586093,0.014763772309809022,0.5827691599651805,0.5112359550561797,0.22514945979870166,1.1275507929092388e-90,False,down,3.63016352839072e-90
PHF23,106,2,0.018867924528301886,3,0.039492242595204514,0.1841847051692292,0.44811416467019566,0.2794526561188305,0.5827691599651805,0.4777628032345013,0.46644288422547325,3.767327486848215e-20,False,down,6.859134182951233e-20
MOSPD2,152,5,0.03289473684210526,4,0.04950495049504951,0.36233461179923054,0.45385360591024804,0.4927591389841279,0.5873399605897328,0.6644736842105262,0.7654964482786942,0.00045444766709687705,False,down,0.0005554360375628497
FBXO32,118,6,0.05084745762711865,3,0.03824362606232295,1.0,0.4642995491266605,1.0,0.5970694291429645,1.329566854990584,1.273215186058555,0.0027647650272227668,False,up,0.003258473067798261
OXA1L,97,6,0.061855670103092786,2,0.04702970297029703,0.6451311100590782,0.4658950848615556,0.727840226733319,0.5970694291429645,1.3152468800868151,1.6341009752888516,8.848997942863852e-09,False,up,1.2559868047935789e-08
CXXC1,120,6,0.05,3,0.03827072997873848,1.0,0.4696145194742035,1.0,0.5989286625178248,1.3064814814814816,1.246394582197284,0.0061253667225816075,False,up,0.00709252988930502
DENR,632,22,0.03481012658227848,8,0.04152249134948097,0.0489629716812949,0.48414769667179025,0.0957498112878656,0.6144951534680415,0.8383438818565401,0.600388581368915,2.24009020416098e-08,False,down,3.112546388939467e-08
MIPEP,59,3,0.05084745762711865,0,0.03767123287671233,1.0,0.4882381044602859,1.0,0.6167218161603611,1.3497688751926042,1.4726712715009487,0.00012164347202051615,False,up,0.00015439363756450129
LTB4R,60,3,0.05,0,0.03769705277587389,1.0,0.4948395324250945,1.0,0.6220839836201189,1.3263636363636364,1.4416687424520782,0.00025917082904207205,False,up,0.0003227410323920143
ARIH1,67,3,0.04477611940298507,1,0.03459821428571429,1.0,0.5047222428186283,1.0,0.6315008156593265,1.2941742898411168,1.2541901545379133,0.01874353754159664,False,up,0.02096734708043014
THAP11,221,12,0.05429864253393665,6,0.04618507866689223,0.8795040834549336,0.5205316244679161,0.9287563121284098,0.6467970873149359,1.1756750037293024,1.196297755538605,0.01502203878651641,False,up,0.017020679140087265
PKNOX1,69,1,0.014492753623188406,1,0.035754189944134075,0.27036193399117014,0.5218476499927324,0.3858137868846968,0.6467970873149359,0.4053442028985508,0.39031473548858575,5.1257124741687056e-23,False,down,9.735166137989484e-23
PMVK,121,4,0.03305785123966942,4,0.04934601664684899,0.536204697389764,0.5306120476631139,0.6319555362093646,0.6545868251544956,0.6699193468087224,0.8072515047066561,0.007510232506445603,False,down,0.008620440790007127
NCAPG2,136,8,0.058823529411764705,4,0.04837264855180651,0.6985897310058851,0.5452931406472892,0.7781759028926315,0.669569251771555,1.2160493827160495,1.442586349272829,2.6614856491596926e-06,False,up,3.5486475322129236e-06
UBAP2L,157,4,0.025477707006369428,5,0.019759255053372702,0.15159984142585978,0.5573550742000335,0.2361822000696342,0.6812117573555965,1.2894062522878689,0.5840697633251686,1.258293083641261e-12,False,up,1.9313335702400753e-12
TSC2,166,4,0.024096385542168676,5,0.019799726900318615,0.11580376848570831,0.5747856719645843,0.19349490430523414,0.6992784211919366,1.2170059548538985,0.54512999511452,6.542346665779135e-16,False,up,1.0862764275255923e-15
LRPPRC,277,17,0.061371841155234655,7,0.054249777664845636,0.4985913386034684,0.5942119199633114,0.6093894138486835,0.7163819841574726,1.131282814362651,1.2999109253218535,0.00043640522842060384,False,up,0.0005383690668366328
CLCC1,79,2,0.02531645569620253,2,0.04857703631010795,0.44386770108321666,0.5942714186760852,0.5633705436825442,0.7163819841574726,0.5211609768571793,0.6704903754302523,1.1215861973289466e-05,False,down,1.473128139775333e-05
PDCL,206,11,0.05339805825242718,6,0.04623692203847452,0.8758291721685837,0.6162435926809641,0.9287563121284098,0.7394923112171569,1.154879172276947,1.1927496289435022,0.0169416308996481,False,up,0.019113634861141447
BRD8,319,15,0.047021943573667714,7,0.054796270277174604,0.8011930156354354,0.6232862924846821,0.8699425742351907,0.7445591910224257,0.8581230681544162,0.9510960807101262,0.5091867090840428,False,down,0.533433695230902
TADA1,1375,100,0.07272727272727272,9,0.06956409511825251,0.0013040984040522269,0.6332492836849837,0.0047816941481914985,0.7510927980803158,1.0454714117051778,1.1176373358538578,0.36818892185737895,False,up,0.38880750148139215
FNBP4,98,3,0.030612244897959183,2,0.04853888063397722,0.49330304485599585,0.6344458104996608,0.6085607656167425,0.7510927980803158,0.6306747188671387,0.7793209679142479,0.0033414139168848602,False,down,0.003920592329144903
MOV10,242,9,0.0371900826446281,6,0.046859083191850594,0.3844943897430514,0.646255889940184,0.4975809749615959,0.7616587274295026,0.7936579231045634,0.7885069136731199,0.0012696699405127093,False,down,0.0015236039286152512
SUPT20H,1491,100,0.0670690811535882,9,0.06982543640897755,0.014513780786598474,0.7220580580187667,0.03649179169201902,0.8142119240260125,0.9605250550924597,1.0032628542241964,0.9796040601796893,False,down,0.9833287904465322
EDC3,52,1,0.019230769230769232,0,0.03885480572597137,0.5257362272106109,0.7240166078401766,0.6256756145704371,0.8142119240260125,0.4949392712550607,0.552489407038453,1.668667278441615e-08,False,down,2.3308368333787637e-08
ZNF644,53,1,0.018867924528301886,0,0.038881309686221006,0.5285062956409374,0.7243492672242384,0.6256756145704371,0.8142119240260125,0.48526977821913275,0.5396867271644464,3.5125234893241693e-09,False,down,5.039707615117286e-09
CNOT11,53,1,0.018867924528301886,0,0.038881309686221006,0.5285062956409374,0.7243492672242384,0.6256756145704371,0.8142119240260125,0.48526977821913275,0.5396867271644519,3.5125234893201574e-09,False,down,5.039707615117286e-09
NIPBL,53,1,0.018867924528301886,0,0.038881309686221006,0.5285062956409374,0.7243492672242384,0.6256756145704371,0.8142119240260125,0.48526977821913275,0.5396867271644363,3.512523489300673e-09,False,down,5.039707615117286e-09
ARPC2,56,1,0.017857142857142856,0,0.03896103896103896,0.37015857322261114,0.72660190377188,0.4954328776791589,0.8142119240260125,0.4583333333333333,0.5043439425991063,2.3526405140047495e-11,False,down,3.5289607710071245e-11
MRC2,63,1,0.015873015873015872,1,0.035634743875278395,0.2627066701583953,0.7288657366985543,0.37992375486873625,0.8142119240260125,0.4454365079365079,0.4363990121548616,3.277922917657709e-17,False,down,5.54725416836715e-17
ANKRD49,63,1,0.015873015873015872,1,0.035634743875278395,0.2627066701583953,0.7288657366985543,0.37992375486873625,0.8142119240260125,0.4454365079365079,0.4363990121548417,3.2779229176714976e-17,False,down,5.54725416836715e-17
STX16,58,1,0.017241379310344827,0,0.039014373716632446,0.3723986127783523,0.7290631500435281,0.4954328776791589,0.8142119240260125,0.4419237749546279,0.48305065638920885,6.408292750746387e-13,False,down,9.951701683512036e-13
UQCRB,65,1,0.015384615384615385,1,0.03567447045707915,0.2636976922882511,0.731546380385048,0.37992375486873625,0.8142119240260125,0.43125,0.4199777407694907,4.530736328436532e-19,False,down,7.869173623073976e-19
SOCS4,60,1,0.016666666666666666,0,0.03906785469499657,0.37637850818136653,0.7322125284412578,0.4954328776791589,0.8142119240260125,0.42660818713450294,0.4633432983008671,1.4242964381193064e-14,False,down,2.306835948900805e-14
DCAKD,60,1,0.016666666666666666,0,0.03906785469499657,0.37637850818136653,0.7322125284412578,0.4954328776791589,0.8142119240260125,0.42660818713450294,0.463343298300834,1.424296438147088e-14,False,down,2.306835948900805e-14
CCNQ,66,1,0.015151515151515152,1,0.03569436698271054,0.26479534430245255,0.7330882437449361,0.37992375486873625,0.8142119240260125,0.42447916666666663,0.41218412638088586,4.9822311354073686e-20,False,down,9.008965888681818e-20
FIGNL1,61,1,0.01639344262295082,0,0.03909465020576132,0.37897936012746614,0.7340243860537536,0.4954328776791589,0.8142119240260125,0.41932700603968937,0.45403157985519926,1.9722358549963596e-15,False,down,3.254189160743993e-15
CSDE1,248,10,0.04032258064516129,6,0.04673691366417403,0.4763199968235078,0.7634677232138276,0.5959643562151946,0.8415942391077038,0.8627565982404691,0.85351587600405,0.031928391602807506,False,down,0.03541636715605539
HCCS,254,10,0.03937007874015748,6,0.04678462061925825,0.4792589076006158,0.7650856719160943,0.5959829204728839,0.8415942391077038,0.8415175375805297,0.8282830919270563,0.010820605887705281,False,down,0.012366406728806036
RTRAF,189,4,0.021164021164021163,5,0.01990391214824983,0.0498217926700355,0.7924631108561402,0.09641828849971748,0.8665343263069248,1.0633096150337529,0.4643857758359486,3.6028473913150126e-25,False,up,7.1515166263696495e-25
CAND1,194,4,0.020618556701030927,5,0.019926706367384334,0.05076568977826034,0.7971385118015116,0.09641828849971748,0.8665343263069248,1.0347197535252992,0.4496657303147462,2.7295987437186632e-27,False,up,5.500870750700207e-27
THRAP3,102,4,0.0392156862745098,3,0.03873239436619718,0.8222800639987666,0.8002072508269413,0.8860487220231609,0.8665343263069248,1.0124777183600713,0.9994303934125018,0.9945881215544407,False,up,0.9945881215544407
ATXN7L3,104,3,0.028846153846153848,3,0.039112050739957716,0.3790812170120837,0.8008877864351881,0.4954328776791589,0.8665343263069248,0.7375259875259876,0.723833190213943,0.0001078560006274138,False,down,0.0001375554790610495
NKAPD1,118,5,0.0423728813559322,3,0.03859773371104816,0.8356435924553822,0.8083778029361997,0.8931575239199228,0.8710683264292111,1.0978074949463534,1.0509996488163083,0.5374803150010352,False,up,0.5586409573239106
MED19,481,18,0.037422037422037424,8,0.04133778175604199,0.15208702277211292,0.8182250063509484,0.2361822000696342,0.8769327136436398,0.9052744446445234,0.686394203697355,6.8747076889256464e-06,False,down,9.074614149381854e-06
SMARCB1,493,21,0.04259634888438134,8,0.04113382748228395,0.36396981856782173,0.8204635616287084,0.4927591389841279,0.8769327136436398,1.0355551985218805,0.7819005840477811,0.0035353324935428606,False,up,0.004129768930510244
METAP2,134,7,0.05223880597014925,4,0.04864219635929573,1.0,0.8392694030954166,1.0,0.8934158161983466,1.07394011537405,1.2755652289413046,0.0018726588007037172,False,up,0.0022370222777637165
TP53INP2,211,10,0.04739336492890995,6,0.046444857287620336,0.8774119021487894,0.869995364963372,0.9287563121284098,0.9224047242985148,1.0204222317966392,1.0461708463482462,0.540380504212712,False,up,0.5594527573025724
UBXN1,328,18,0.054878048780487805,7,0.05447570332480819,0.8040378337628278,0.9033344559929435,0.8699425742351907,0.9539211855285483,1.0073857780831328,1.1134693624770053,0.1592989710906445,False,up,0.1716527688486945
SRR,50,1,0.02,0,0.03880190605854323,0.5213795805989777,1.0,0.6256756145704371,1.0,0.515438596491228,0.5798283727916844,3.171511178747578e-07,False,down,4.338232907716894e-07
C11orf54,190,3,0.015789473684210527,5,0.020137299771167048,0.020820282117887653,1.0,0.050427105313048996,1.0,0.7840909090909092,0.34404096300542336,3.299472431630851e-47,False,down,7.777327874558434e-47
TWNK,66,2,0.030303030303030304,1,0.03513664249860569,0.5851225925069212,1.0,0.6804949974529833,1.0,0.8624338624338626,0.8380267816802363,0.06789827278719819,False,down,0.07437819093701378
CEP43,123,6,0.04878048780487805,4,0.04878048780487805,1.0,1.0,1.0,1.0,1.0,1.20804714127909,0.017932444375400213,False,down,0.020145384319598537
XRCC2,60,2,0.03333333333333333,0,0.03838245373543523,0.770998565970137,1.0,0.8480984225671507,1.0,0.868452380952381,0.9436019305437084,0.5618251256484302,False,down,0.5793821608249436
SKIC8,443,18,0.040632054176072234,8,0.04121035126145859,0.3359101294806752,1.0,0.4606698693796445,1.0,0.9859671886386662,0.761218910223162,0.0008464278269688576,False,down,0.001020351353058349
FOXO1,227,10,0.04405286343612335,6,0.04657070279424217,0.7646346117805112,1.0,0.8446173117575522,1.0,0.9459351221465759,0.9539967194537837,0.5225634059654339,False,down,0.5452835540508876
GGA3,55,2,0.03636363636363636,0,0.03825136612021858,1.0,1.0,1.0,1.0,0.9506493506493506,1.0518584360996996,0.6240951732485547,False,down,0.6386090144868931
GLIPR2,50,1,0.02,0,0.03880190605854323,0.5213795805989777,1.0,0.6256756145704371,1.0,0.515438596491228,0.5798283727917136,3.1715111787264254e-07,False,down,4.338232907716894e-07
HMBS,74,2,0.02702702702702703,1,0.03529411764705882,0.44011918635446867,1.0,0.5613114260752644,1.0,0.7657657657657658,0.7270595967367535,0.0006132758368480981,False,down,0.0007461051655663497
USP7,268,14,0.05223880597014925,7,0.05456852791878172,1.0,1.0,1.0,1.0,0.957306490801805,1.102598377464107,0.18866794533661835,False,down,0.20247291694661482
LSM12,101,3,0.0297029702970297,3,0.03907074973600845,0.4975722323667604,1.0,0.6093894138486835,1.0,0.7602354830077601,0.7506421755710595,0.0006575102320626187,False,down,0.0007962509232317951
COQ3,72,2,0.027777777777777776,1,0.035254616675993285,0.5912727853451074,1.0,0.6816419883454513,1.0,0.7879188712522045,0.752189350592077,0.002429881703643493,False,down,0.0028766312545375878
TIPRL,72,2,0.027777777777777776,1,0.035254616675993285,0.5912727853451074,1.0,0.6816419883454513,1.0,0.7879188712522045,0.7521893505921003,0.0024298817036402273,False,down,0.0028766312545375878
