gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,p_ora_pooled,p_ora_indeg_matched,p_ora_fisher,q_ora_pooled,q_ora_indeg_matched,q_ora_fisher
DDIT4,32,18,0.5625,8,0.043616645054815516,12.896452702702701,2.0857775627410268e-15,8.526974008470374e-17,2.0234023299073957e-15,1.293807822168259e-11,5.289281977454174e-13,1.2551164652415577e-11
PSME1,38,18,0.47368421052631576,8,0.04363207547169811,10.856330014224751,1.0950463664317184e-13,4.746006255564978e-15,1.0635292791393993e-13,3.3962863054879747e-10,1.471973840163478e-11,3.298536059250847e-10
CHAC1,10,9,0.9,3,0.04987012987012987,18.046875,2.8622702273217316e-11,1.8223047814299233e-11,2.8403191309028813e-11,5.918220740025567e-08,3.767918853069938e-08,5.872833189663524e-08
LRRFIP2,10,8,0.8,3,0.05012987012987013,15.958549222797929,2.342723391341696e-09,1.6383394962245254e-09,2.3289565994345405e-09,3.6329782991231352e-06,2.540654973770183e-06,3.611629446573114e-06
TLE5,12,8,0.6666666666666666,4,0.05727554179566564,11.639639639639638,2.3426588023360037e-08,4.652429228953717e-08,2.3292793934675667e-08,2.906302510178046e-05,5.771803701439981e-05,2.889704015535863e-05
IL2RA,32,11,0.34375,8,0.044029234940469175,7.807312583668005,3.8035434052249826e-07,6.565482287131295e-08,3.7675010400308557e-07,0.0002949172467826321,6.787614437845904e-05,0.0002921226118913925
MTX3,16,8,0.5,6,0.047044763146458064,10.628175519630485,5.035392225403893e-07,2.195573608925211e-07,5.008260330654895e-07,0.0003470504219353372,0.00019455918708804408,0.0003451804314561368
SLC3A2,23,9,0.391304347826087,8,0.044123711340206186,8.868346200731411,1.2503616713042258e-06,2.9423622750432987e-07,1.2422580983143034e-06,0.0006438430011016777,0.0002160040568963366,0.0006404754052682138
CTLA4,7,6,0.8571428571428571,1,0.06126126126126126,13.991596638655462,1.391858247642995e-07,3.505810503402905e-07,1.3874307220363975e-07,0.00014389494516882495,0.0002160040568963366,0.00014343721281319624
CFL1,30,10,0.3333333333333333,8,0.04408297972654408,7.561497326203208,1.7892376356562303e-06,3.6852327711424595e-07,1.7755150881462458e-06,0.000669800542357797,0.0002160040568963366,0.0006670936689609625
MIF,17,8,0.47058823529411764,6,0.047049875040747584,10.00190191550061,9.07008656532533e-07,3.977831756280701e-07,9.02193310004797e-07,0.0005114704269519366,0.0002160040568963366,0.0005087550092690686
IL2RB,24,9,0.375,8,0.044126310828325674,8.498331108144193,1.9068353925359412e-06,4.5241991523940537e-07,1.894643225180932e-06,0.000669800542357797,0.0002160040568963366,0.0006670936689609625
SLC38A2,18,8,0.4444444444444444,7,0.0445367597333591,9.97927211376235,1.5569313262171797e-06,4.526926873532767e-07,1.548787857330841e-06,0.0006438430011016777,0.0002160040568963366,0.0006404754052682138
DUSP6,11,7,0.6363636363636364,4,0.05739713659228686,11.08702757916241,2.9868738791212476e-07,5.512509936225316e-07,2.974180586549069e-07,0.0002646796953169871,0.00024424356524575455,0.00026355488826234106
CD69,25,9,0.36,8,0.044128910622753786,8.15791722296395,2.839897881366341e-06,6.793497537714657e-07,2.8219852537470856e-06,0.0006775340983890544,0.0002809337681762935,0.0006732605588074298
RHOF,12,7,0.5833333333333334,4,0.05740454076367389,10.161797752808988,6.840525077563955e-07,1.2578765615221033e-06,6.811934292632307e-07,0.0004243177705612921,0.0004876630194451005,0.00042254428417198196
IL1RAP,9,6,0.6666666666666666,2,0.053606965174129356,12.436194895591646,1.5236396806977443e-06,1.7313495841619596e-06,1.5189758224340328e-06,0.0006438430011016777,0.000596642303919813,0.0006404754052682138
TRUB1,9,6,0.6666666666666666,2,0.053606965174129356,12.436194895591646,1.5236396806977443e-06,1.7313495841619596e-06,1.5189758224340328e-06,0.0006438430011016777,0.000596642303919813,0.0006404754052682138
RANBP9,15,7,0.4666666666666667,6,0.04714828897338403,9.897849462365592,4.8305450482302e-06,2.3812146425823933e-06,4.811352913949428e-06,0.0011097729975619234,0.0007774039172599255,0.0011053637824158633
RASSF3,22,8,0.36363636363636365,7,0.04455397699816372,8.161703805955433,9.413085120957401e-06,2.8255276957312703e-06,9.366751100470314e-06,0.0018835279679128634,0.0007996445092989014,0.0018742566798779794
CPD,6,5,0.8333333333333334,0,0.05482456140350877,15.200000000000001,2.2775611305562447e-06,2.8360759639812724e-06,2.272748773911583e-06,0.000669800542357797,0.0007996445092989014,0.0006670936689609625
TNFSF14,6,5,0.8333333333333334,0,0.05482456140350877,15.200000000000001,2.2775611305562447e-06,2.8360759639812724e-06,2.272748773911583e-06,0.000669800542357797,0.0007996445092989014,0.0006670936689609625
MPI,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
CALM3,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
MID1IP1,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
GPR108,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
SLC7A11,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
SPRY1,14,7,0.5,5,0.05573314801945796,8.971321695760599,2.699502427687397e-06,4.043321326598856e-06,2.6885928944098113e-06,0.000669800542357797,0.0008957400781747395,0.0006670936689609625
HAPLN3,24,8,0.3333333333333333,8,0.04418522446094026,7.544,1.969638874489068e-05,5.6426656847931056e-06,1.9602399439839813e-05,0.0029799194971843143,0.0012069467325093667,0.0029656996030567404
PTPN22,17,7,0.4117647058823529,6,0.047158535260241226,8.731499051233396,1.3298283780830649e-05,6.627880595150465e-06,1.3247239068101656e-05,0.0023234030835021426,0.0013262175268296237,0.002316698865599737
FBXL8,17,7,0.4117647058823529,6,0.047158535260241226,8.731499051233396,1.3298283780830649e-05,6.627880595150465e-06,1.3247239068101656e-05,0.0023234030835021426,0.0013262175268296237,0.002316698865599737
SRGN,33,9,0.2727272727272727,8,0.044149720011788976,6.177327345551644,3.656390473823562e-05,9.335265233745343e-06,3.635775041245252e-05,0.005040131135361678,0.001809582820153824,0.005011713906854288
SESN2,11,6,0.5454545454545454,4,0.057526118921707725,9.48185894822666,7.645969527824962e-06,1.300999340393594e-05,7.623464339844397e-06,0.0015809316327032748,0.002305742545274704,0.0015762783100018267
PSME2,11,6,0.5454545454545454,4,0.057526118921707725,9.48185894822666,7.645969527824962e-06,1.300999340393594e-05,7.623464339844397e-06,0.0015809316327032748,0.002305742545274704,0.0015762783100018267
SLA,11,6,0.5454545454545454,4,0.057526118921707725,9.48185894822666,7.645969527824962e-06,1.300999340393594e-05,7.623464339844397e-06,0.0015809316327032748,0.002305742545274704,0.0015762783100018267
NCAPG2,8,5,0.625,2,0.05372466111180201,11.633391203703704,1.9443101309543864e-05,2.1850510083165802e-05,1.9403903327437412e-05,0.0029799194971843143,0.0034909108947878183,0.0029656996030567404
TRAF3IP3,21,7,0.3333333333333333,7,0.04464630846540394,7.466089466089466,6.600530153301448e-05,2.35929743596169e-05,6.576923445828086e-05,0.008188617708185776,0.0034909108947878183,0.008159331226894325
DDIT3,21,7,0.3333333333333333,7,0.04464630846540394,7.466089466089466,6.600530153301448e-05,2.35929743596169e-05,6.576923445828086e-05,0.008188617708185776,0.0034909108947878183,0.008159331226894325
CCR7,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
SDCBP,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
PMAIP1,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
WIPI1,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
IFI16,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
FAM111B,12,6,0.5,4,0.05753353973168215,8.690582959641256,1.4607886547893529e-05,2.4762224628512657e-05,1.456573525042556e-05,0.0023234030835021426,0.0034909108947878183,0.002316698865599737
BCL2L1,13,6,0.46153846153846156,5,0.05586436909394108,8.261768082663606,2.5916625364626424e-05,3.703774072838948e-05,2.5843327157396273e-05,0.0037386238869018067,0.004971976604003304,0.0037280501943564902
TACC3,13,6,0.46153846153846156,5,0.05586436909394108,8.261768082663606,2.5916625364626424e-05,3.703774072838948e-05,2.5843327157396273e-05,0.0037386238869018067,0.004971976604003304,0.0037280501943564902
FASN,15,6,0.4,6,0.047256925583921784,8.464367816091954,6.899541591339772e-05,3.847410559280326e-05,6.880806114842722e-05,0.008230357017515502,0.004971976604003304,0.00820800775584027
NUSAP1,15,6,0.4,6,0.047256925583921784,8.464367816091954,6.899541591339772e-05,3.847410559280326e-05,6.880806114842722e-05,0.008230357017515502,0.004971976604003304,0.00820800775584027
LTN1,5,4,0.8,0,0.054946472333290336,14.559624413145542,3.625236814609702e-05,4.357191122093972e-05,3.620669124928001e-05,0.005040131135361678,0.005515848271499777,0.005011713906854288
TMSB10,31,8,0.25806451612903225,8,0.044203453763187364,5.83810752688172,0.0001518925990631886,4.5990065996794e-05,0.00015124480715282735,0.01596931850828744,0.005705527587562264,0.015901212521508272
CDC25B,14,6,0.42857142857142855,5,0.05587213342599027,7.6705756929637525,4.332946756733068e-05,6.178388456092513e-05,4.320937785463608e-05,0.005599430985836504,0.007231045960970162,0.005583911892339742
TK1,14,6,0.42857142857142855,5,0.05587213342599027,7.6705756929637525,4.332946756733068e-05,6.178388456092513e-05,4.320937785463608e-05,0.005599430985836504,0.007231045960970162,0.005583911892339742
PPP1R15A,14,6,0.42857142857142855,5,0.05587213342599027,7.6705756929637525,4.332946756733068e-05,6.178388456092513e-05,4.320937785463608e-05,0.005599430985836504,0.007231045960970162,0.005583911892339742
SLC7A5,10,5,0.5,3,0.05090909090909091,9.821428571428571,8.004649560333051e-05,6.942064376545426e-05,7.989268632182404e-05,0.0091949705968048,0.007829386423220232,0.00917730246767175
RHOB,10,5,0.5,3,0.05090909090909091,9.821428571428571,8.004649560333051e-05,6.942064376545426e-05,7.989268632182404e-05,0.0091949705968048,0.007829386423220232,0.00917730246767175
RELL1,25,7,0.28,8,0.04424674483002416,6.328149134487351,0.0002266651038284965,7.873173982003144e-05,0.00022591161587541347,0.019528828833899257,0.008567947054450088,0.019505668274440065
SLC1A5,25,7,0.28,8,0.04424674483002416,6.328149134487351,0.0002266651038284965,7.873173982003144e-05,0.00022591161587541347,0.019528828833899257,0.008567947054450088,0.019505668274440065
CNN2,17,6,0.35294117647058826,6,0.04726719547973487,7.466937119675457,0.00015575331555609206,8.775437267474301e-05,0.00015534756204708917,0.01610229693990732,0.009385178856921222,0.016060348789634905
H2AX,18,6,0.3333333333333333,7,0.04472997777992464,7.452123830093592,0.00022324494657180032,9.321696296756674e-05,0.0002226754890604284,0.019528828833899257,0.009637080354796943,0.019505668274440065
SPSB1,18,6,0.3333333333333333,7,0.04472997777992464,7.452123830093592,0.00022324494657180032,9.321696296756674e-05,0.0002226754890604284,0.019528828833899257,0.009637080354796943,0.019505668274440065
TUBE1,6,4,0.6666666666666666,0,0.05495356037151703,12.131455399061032,0.00010420198217717859,0.0001250438683990984,0.00010407457620001685,0.011339735007807697,0.012311858979041386,0.011325870108222886
TLR6,6,4,0.6666666666666666,0,0.05495356037151703,12.131455399061032,0.00010420198217717859,0.0001250438683990984,0.00010407457620001685,0.011339735007807697,0.012311858979041386,0.011325870108222886
GEMIN4,6,4,0.6666666666666666,0,0.05495356037151703,12.131455399061032,0.00010420198217717859,0.0001250438683990984,0.00010407457620001685,0.011339735007807697,0.012311858979041386,0.011325870108222886
EMP3,27,7,0.25925925925925924,8,0.044251959224559545,5.85870690930611,0.0003817383680015694,0.00013463683723819025,0.00038051614494825025,0.03115688285149651,0.013049254709195221,0.031057126935710475
STK17B,37,8,0.21621621621621623,8,0.04421909085549201,4.889657657657658,0.0005610282563367922,0.00017800771183717104,0.000558866125835253,0.04156203717713761,0.016948854128688018,0.041462639838041465
MAP2K1,20,6,0.3,7,0.044738622089090734,6.705615550755939,0.0004256633327445718,0.00018033602651836358,0.000424622994722762,0.03419334703696284,0.016948854128688018,0.03415403076885227
RASAL3,11,5,0.45454545454545453,4,0.0576551012511286,7.883872279845433,0.0001403802673329185,0.00021928405665360188,0.00014011703797347366,0.015013427556311958,0.020301776170481976,0.014985275630163055
AEN,21,6,0.2857142857142857,7,0.04474294549671434,6.385683431039802,0.0005695265452291951,0.00024303397185945538,0.0005681644988285547,0.04156203717713761,0.021848401847017418,0.041462639838041465
MAPRE2,21,6,0.2857142857142857,7,0.04474294549671434,6.385683431039802,0.0005695265452291951,0.00024303397185945538,0.0005681644988285547,0.04156203717713761,0.021848401847017418,0.041462639838041465
SAMSN1,22,6,0.2727272727272727,7,0.04474726974002126,6.094836049479678,0.0007484433737431527,0.0003216909341346909,0.0007466922883797906,0.05137366808136527,0.028104913583626587,0.05131642527863498
RAB11FIP1,22,6,0.2727272727272727,7,0.04474726974002126,6.094836049479678,0.0007484433737431527,0.0003216909341346909,0.0007466922883797906,0.05137366808136527,0.028104913583626587,0.05131642527863498
PGK1,12,5,0.4166666666666667,4,0.0576625386996904,7.225950782997764,0.00023021768217936493,0.00035822931812034664,0.00022979653991850825,0.019528828833899257,0.030028330544601488,0.019505668274440065
FANCI,12,5,0.4166666666666667,4,0.0576625386996904,7.225950782997764,0.00023021768217936493,0.00035822931812034664,0.00022979653991850825,0.019528828833899257,0.030028330544601488,0.019505668274440065
PPP1R16B,12,5,0.4166666666666667,4,0.0576625386996904,7.225950782997764,0.00023021768217936493,0.00035822931812034664,0.00022979653991850825,0.019528828833899257,0.030028330544601488,0.019505668274440065
TAP1,23,6,0.2608695652173913,8,0.04430044182621502,5.888644773358002,0.0009678385506225741,0.00039693751573870574,0.0009656238236387684,0.06386704818629603,0.03282937880169589,0.06372089976629021
RBKS,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
LIG1,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
AKIRIN1,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
SNX9,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
CENPF,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
FEZ2,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
HEATR3,7,4,0.5714285714285714,1,0.06177606177606178,9.25,0.00023297329255336855,0.00043798680672243296,0.0002326969937624641,0.019528828833899257,0.03313209953779575,0.019505668274440065
ADORA2A,15,5,0.3333333333333333,6,0.04736556219445953,7.037461773700306,0.0007645080353438707,0.0004796624086543477,0.0007632118496333964,0.05137366808136527,0.03441489977061619,0.05131642527863498
TES,15,5,0.3333333333333333,6,0.04736556219445953,7.037461773700306,0.0007645080353438707,0.0004796624086543477,0.0007632118496333964,0.05137366808136527,0.03441489977061619,0.05131642527863498
CD68,13,5,0.38461538461538464,5,0.056003335186214566,6.867722847871732,0.0003579058426885764,0.0004846685253216382,0.00035726729789420305,0.029601199229296528,0.03441489977061619,0.029548387317836555
GSDMD,8,4,0.5,2,0.053849023753264516,9.285219399538107,0.00044650348379719334,0.0004937814089287185,0.0004459900841974905,0.03419334703696284,0.03441489977061619,0.03415403076885227
PEX2,8,4,0.5,2,0.053849023753264516,9.285219399538107,0.00044650348379719334,0.0004937814089287185,0.0004459900841974905,0.03419334703696284,0.03441489977061619,0.03415403076885227
ARHGEF18,8,4,0.5,2,0.053849023753264516,9.285219399538107,0.00044650348379719334,0.0004937814089287185,0.0004459900841974905,0.03419334703696284,0.03441489977061619,0.03415403076885227
DMWD,8,4,0.5,2,0.053849023753264516,9.285219399538107,0.00044650348379719334,0.0004937814089287185,0.0004459900841974905,0.03419334703696284,0.03441489977061619,0.03415403076885227
PSAT1,24,6,0.25,8,0.04430305172616943,5.642952127659575,0.0012334730827747902,0.0005096103306501412,0.0012307130643139357,0.07728518719648508,0.035123476455809176,0.07711225391857922
MICAL2,25,6,0.24,8,0.04430566193365934,5.4169148936170215,0.001551412444547303,0.0006456779341662465,0.0015480187848734691,0.08669739994168396,0.04260787474077901,0.08650775245558674
APOBR,25,6,0.24,8,0.04430566193365934,5.4169148936170215,0.001551412444547303,0.0006456779341662465,0.0015480187848734691,0.08669739994168396,0.04260787474077901,0.08650775245558674
S100A10,25,6,0.24,8,0.04430566193365934,5.4169148936170215,0.001551412444547303,0.0006456779341662465,0.0015480187848734691,0.08669739994168396,0.04260787474077901,0.08650775245558674
KIF21B,25,6,0.24,8,0.04430566193365934,5.4169148936170215,0.001551412444547303,0.0006456779341662465,0.0015480187848734691,0.08669739994168396,0.04260787474077901,0.08650775245558674
CD47,16,5,0.3125,6,0.04737070838765754,6.59690366972477,0.001064068474569641,0.0006708191575219538,0.0010623106417949242,0.0680455334820153,0.04289784777431629,0.06793312279437026
MTSS1,16,5,0.3125,6,0.04737070838765754,6.59690366972477,0.001064068474569641,0.0006708191575219538,0.0010623106417949242,0.0680455334820153,0.04289784777431629,0.06793312279437026
CREB3L2,16,5,0.3125,6,0.04737070838765754,6.59690366972477,0.001064068474569641,0.0006708191575219538,0.0010623106417949242,0.0680455334820153,0.04289784777431629,0.06793312279437026
INSIG1,14,5,0.35714285714285715,5,0.056011118832522584,6.376285005317263,0.0005326704955337129,0.0007196069588952678,0.0005317439201384067,0.04029457419262952,0.045548183326809655,0.04022448215388459
MYO1G,35,7,0.2,8,0.04427282909862642,4.517443408788282,0.002000168321341894,0.0007493359397883626,0.001994696532716712,0.10253755452300636,0.046481308345072136,0.10225704621852699
TRIM22,35,7,0.2,8,0.04427282909862642,4.517443408788282,0.002000168321341894,0.0007493359397883626,0.001994696532716712,0.10253755452300636,0.046481308345072136,0.10225704621852699
MAN1A1,9,4,0.4444444444444444,2,0.05385572139303483,8.25250192455735,0.0007702323281584669,0.0008512085551802615,0.0007693741013885302,0.05137366808136527,0.05076967949791502,0.05131642527863498
APOL3,9,4,0.4444444444444444,2,0.05385572139303483,8.25250192455735,0.0007702323281584669,0.0008512085551802615,0.0007693741013885302,0.05137366808136527,0.05076967949791502,0.05131642527863498
SPAG5,9,4,0.4444444444444444,2,0.05385572139303483,8.25250192455735,0.0007702323281584669,0.0008512085551802615,0.0007693741013885302,0.05137366808136527,0.05076967949791502,0.05131642527863498
RBM38,9,4,0.4444444444444444,2,0.05385572139303483,8.25250192455735,0.0007702323281584669,0.0008512085551802615,0.0007693741013885302,0.05137366808136527,0.05076967949791502,0.05131642527863498
GNPDA1,17,5,0.29411764705882354,6,0.04737585569922851,6.208175930922828,0.0014425331241586193,0.0009137650748313473,0.00144021192502319,0.08362647634725154,0.05347249772810233,0.08349191187774624
STAP1,17,5,0.29411764705882354,6,0.04737585569922851,6.208175930922828,0.0014425331241586193,0.0009137650748313473,0.00144021192502319,0.08362647634725154,0.05347249772810233,0.08349191187774624
CREM,18,5,0.2777777777777778,7,0.04482658680320742,6.196719348659005,0.0019114901155381653,0.0009486670806954738,0.0019084951696242513,0.09963843014019529,0.05448686945883356,0.09948231543848093
TRIB3,18,5,0.2777777777777778,7,0.04482658680320742,6.196719348659005,0.0019114901155381653,0.0009486670806954738,0.0019084951696242513,0.09963843014019529,0.05448686945883356,0.09948231543848093
STK40,10,4,0.4,3,0.05116883116883117,7.817258883248732,0.0012303562165285576,0.001121578645589344,0.0012290283780996675,0.07728518719648508,0.06382708567514404,0.07711225391857922
EDEM1,28,6,0.21428571428571427,8,0.04431349440188568,4.835676291793313,0.002883533133508585,0.0012265862833302792,0.0028776490581227552,0.1296127248344475,0.06916831559543384,0.12934823990967717
SUSD6,19,5,0.2631578947368421,7,0.04483091787439614,5.870009074410163,0.00248281035497488,0.001240643378513986,0.002479023853125779,0.11936465396077951,0.06933072862092121,0.119296498601322
EIF4G1,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
GPSM2,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
RNF41,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
NFKBID,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
KIF20A,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
MED11,5,3,0.6,0,0.05507545466271121,10.894145199063232,0.0013317639748693143,0.0015356332333207505,0.0013309696042354126,0.07867554224870817,0.0814148115067403,0.07862861385783108
TXNRD1,20,5,0.25,7,0.04483524978258769,5.575969827586207,0.0031685260290516483,0.0015940823120552193,0.0031638241392601164,0.14038833541576695,0.08309321497208844,0.14018000811307502
SH3BP5,20,5,0.25,7,0.04483524978258769,5.575969827586207,0.0031685260290516483,0.0015940823120552193,0.0031638241392601164,0.14038833541576695,0.08309321497208844,0.14018000811307502
CLEC2D,41,7,0.17073170731707318,8,0.044288494427080265,3.8549900945081355,0.0050829845909489335,0.0019908485095793114,0.005070729441522129,0.18993827360033877,0.10291027754100392,0.18948032967326367
COTL1,31,6,0.1935483870967742,8,0.0443213296398892,4.366935483870968,0.004926255208619541,0.0021413569594488304,0.004916900556214481,0.18619644142432987,0.10887571491361553,0.18602052696025548
UXT,31,6,0.1935483870967742,8,0.0443213296398892,4.366935483870968,0.004926255208619541,0.0021413569594488304,0.004916900556214481,0.18619644142432987,0.10887571491361553,0.18602052696025548
HMGB2,22,5,0.22727272727272727,7,0.04484391611095003,5.068083855799373,0.00493138101304117,0.002514704749378998,0.004924460567634745,0.18619644142432987,0.12579607709998328,0.18602052696025548
GZMA,22,5,0.22727272727272727,7,0.04484391611095003,5.068083855799373,0.00493138101304117,0.002514704749378998,0.004924460567634745,0.18619644142432987,0.12579607709998328,0.18602052696025548
P4HA1,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
TMBIM6,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
IGF2R,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
RNF213,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
DEAF1,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
MAP1LC3B,11,4,0.36363636363636365,4,0.05778408358054946,6.293019480519481,0.001853199616068923,0.0026470912528802916,0.0018512634296003502,0.09825125827756863,0.12630697724320344,0.09814860729752968
TBC1D31,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
NHLRC3,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
KLF13,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
FGFR1OP2,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
ECT2,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
TOMM40,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
UBXN1,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
NCAPH,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
RHBDD2,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
ASPM,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
TMEM97,6,3,0.5,0,0.055082559339525286,9.07728337236534,0.00255932596756145,0.0029462262029776713,0.0025578646322708086,0.11936465396077951,0.12812220556017795,0.119296498601322
FAM3C,23,5,0.21739130434782608,8,0.04435935198821797,4.90068710664588,0.006032365030379669,0.0029536474923594143,0.0060241374409669545,0.21954780999223342,0.12812220556017795,0.21943329861495087
NARS1,23,5,0.21739130434782608,8,0.04435935198821797,4.90068710664588,0.006032365030379669,0.0029536474923594143,0.0060241374409669545,0.21954780999223342,0.12812220556017795,0.21943329861495087
SPIN1,24,5,0.20833333333333334,8,0.04436196535878402,4.696215139442232,0.007295231332380956,0.0035968176468109485,0.007285564908507229,0.2407038295465908,0.1549379157164466,0.24038488897590607
TOP2A,12,4,0.3333333333333333,4,0.05779153766769866,5.767857142857142,0.002664690583013703,0.0037915291378302703,0.002661996874441271,0.12065018749221897,0.15891118406730517,0.12052822344641755
SMOX,12,4,0.3333333333333333,4,0.05779153766769866,5.767857142857142,0.002664690583013703,0.0037915291378302703,0.002661996874441271,0.12065018749221897,0.15891118406730517,0.12052822344641755
ANXA2R,12,4,0.3333333333333333,4,0.05779153766769866,5.767857142857142,0.002664690583013703,0.0037915291378302703,0.002661996874441271,0.12065018749221897,0.15891118406730517,0.12052822344641755
