gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,odds_ratio,p_enrichment,q_enrichment,sig_enriched,p_two_sided,q_two_sided,sig_two_sided,direction,shown_in_fig2a,label_rank_fig2a,label_rank_fig2a_two_sided
PRKRA,9,0,0.0,0,0.06633906633906633,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PRPF38B,5,0,0.0,0,0.06569343065693431,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PRPF39,6,0,0.0,0,0.06585365853658537,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PRSS21,6,0,0.0,0,0.06585365853658537,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PSMB9,8,0,0.0,0,0.0661764705882353,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PSMF1,33,0,0.0,4,0.030636668262326472,0.0,0.0,1.0,1.0,False,0.623505716918842,1.0,False,down,False,0,0
PTBP1,16,0,0.0,2,0.0537525354969574,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PTPA,105,0,0.0,7,0.04146215448204598,0.0,0.0,1.0,1.0,False,0.022609847495585006,0.10688258426382036,False,down,False,0,0
PUM1,8,0,0.0,0,0.0661764705882353,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
PXMP4,19,0,0.0,2,0.05391658189216684,0.0,0.0,1.0,1.0,False,0.6185314560199646,1.0,False,down,False,0,0
QNG1,5,0,0.0,0,0.06569343065693431,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
R3HCC1L,78,0,0.0,6,0.04221816522136011,0.0,0.0,1.0,1.0,False,0.07734368383343579,0.26809580295072966,False,down,False,0,0
RAB11FIP1,46,0,0.0,5,0.032407407407407406,0.0,0.0,1.0,1.0,False,0.4020298857736963,0.9002621710636174,False,down,False,0,0
RAD50,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RANBP3,12,0,0.0,1,0.03116883116883117,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RASGRP1,68,0,0.0,6,0.042122040072859745,0.0,0.0,1.0,1.0,False,0.11621764081271543,0.3696200225847702,False,down,False,0,0
RBM12,45,0,0.0,5,0.032395870416518334,0.0,0.0,1.0,1.0,False,0.401491704966189,0.9002621710636174,False,down,False,0,0
RBM27,20,0,0.0,2,0.0539714867617108,0.0,0.0,1.0,1.0,False,0.6196956530005753,1.0,False,down,False,0,0
RBM33,31,0,0.0,4,0.030607364897178385,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RBPJ,22,0,0.0,3,0.034361851332398316,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RC3H1,40,0,0.0,5,0.03233830845771144,0.0,0.0,1.0,1.0,False,0.6377364043417099,1.0,False,down,False,0,0
RCOR1,99,0,0.0,7,0.04143004646360351,0.0,0.0,1.0,1.0,False,0.03522470395944502,0.15092807182623316,False,down,False,0,0
RFX1,109,0,0.0,7,0.041483587490307575,0.0,0.0,1.0,1.0,False,0.023687305779200432,0.10906766914751244,False,down,False,0,0
RHBDD3,11,0,0.0,1,0.0311284046692607,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RHEB,20,0,0.0,2,0.0539714867617108,0.0,0.0,1.0,1.0,False,0.6196956530005753,1.0,False,down,False,0,0
RIPK1,23,0,0.0,3,0.0343859649122807,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RNASEH1,20,0,0.0,2,0.0539714867617108,0.0,0.0,1.0,1.0,False,0.6196956530005753,1.0,False,down,False,0,0
RNF8,24,0,0.0,3,0.03441011235955056,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RPRD1B,21,0,0.0,3,0.03433777154870357,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RPUSD1,14,0,0.0,1,0.03125,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
RXRB,60,0,0.0,6,0.042045454545454546,0.0,0.0,1.0,1.0,False,0.1790209994180319,0.5323347423152004,False,down,False,0,0
SAMD1,154,0,0.0,7,0.04172624463798258,0.0,0.0,1.0,1.0,False,0.0030455920085463092,0.022107414932624386,True,down,False,0,0
SAP130,79,0,0.0,6,0.04222780187171878,0.0,0.0,1.0,1.0,False,0.0783539245373816,0.2700802873718684,False,down,False,0,0
SARS2,6,0,0.0,0,0.06585365853658537,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SCAF4,52,0,0.0,5,0.0324768022840828,0.0,0.0,1.0,1.0,False,0.41191349086768747,0.9101170105264952,False,down,False,0,0
SCAF8,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SCYL3,54,0,0.0,5,0.0325,0.0,0.0,1.0,1.0,False,0.41742080489014144,0.9132930376497066,False,down,False,0,0
SEC14L2,43,0,0.0,5,0.03237282106012095,0.0,0.0,1.0,1.0,False,0.6467624356933201,1.0,False,down,False,0,0
SEC63,184,0,0.0,8,0.04049733570159858,0.0,0.0,1.0,1.0,False,0.0009437530997755909,0.008318509465164851,True,down,False,0,0
SENP1,14,0,0.0,1,0.03125,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SETD1B,17,0,0.0,2,0.05380710659898477,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SHLD1,76,0,0.0,6,0.04219890510948905,0.0,0.0,1.0,1.0,False,0.0758084853709968,0.266650663244059,False,down,False,0,0
SINHCAF,9,0,0.0,0,0.06633906633906633,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SLC25A22,4,0,0.0,0,0.06553398058252427,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SLC35B1,17,0,0.0,2,0.05380710659898477,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SLC39A6,3,0,0.0,0,0.06537530266343826,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SMAD4,21,0,0.0,3,0.03433777154870357,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SMARCC1,20,0,0.0,2,0.0539714867617108,0.0,0.0,1.0,1.0,False,0.6196956530005753,1.0,False,down,False,0,0
SMARCD1,6,0,0.0,0,0.06585365853658537,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SMG8,204,0,0.0,8,0.04055496264674493,0.0,0.0,1.0,1.0,False,0.0004283138566388438,0.004262413702357526,True,down,False,0,0
SNAP23,10,0,0.0,1,0.031088082901554404,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SP1,46,0,0.0,5,0.032407407407407406,0.0,0.0,1.0,1.0,False,0.4020298857736963,0.9002621710636174,False,down,False,0,0
SP100,24,0,0.0,3,0.03441011235955056,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
SP2,181,0,0.0,8,0.04048870578207132,0.0,0.0,1.0,1.0,False,0.0009365386807682818,0.008318509465164851,True,down,False,0,0
SRSF10,115,0,0.0,7,0.04151577858251423,0.0,0.0,1.0,1.0,False,0.015144692653957327,0.08033225559527199,False,down,False,0,0
SSR2,18,0,0.0,2,0.05386178861788618,0.0,0.0,1.0,1.0,False,0.6184452873856796,1.0,False,down,False,0,0
STAG2,47,0,0.0,5,0.032418952618453865,0.0,0.0,1.0,1.0,False,0.4029082496875812,0.9002621710636174,False,down,False,0,0
STARD10,31,0,0.0,4,0.030607364897178385,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
STK40,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
STYXL1,37,0,0.0,4,0.030695443645083934,0.0,0.0,1.0,1.0,False,0.6265681619826782,1.0,False,down,False,0,0
TARBP2,21,0,0.0,3,0.03433777154870357,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TASOR,107,0,0.0,7,0.041472868217054266,0.0,0.0,1.0,1.0,False,0.023039519784583642,0.10688258426382036,False,down,False,0,0
TENT2,2,0,0.0,0,0.06521739130434782,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TESPA1,40,0,0.0,5,0.03233830845771144,0.0,0.0,1.0,1.0,False,0.6377364043417099,1.0,False,down,False,0,0
TET2,17,0,0.0,2,0.05380710659898477,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TFDP1,16,0,0.0,2,0.0537525354969574,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TGDS,26,0,0.0,3,0.034458509142053444,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
THAP12,59,0,0.0,5,0.03255813953488372,0.0,0.0,1.0,1.0,False,0.261840106751526,0.6993737916263704,False,down,False,0,0
THAP2,49,0,0.0,5,0.03244206773618538,0.0,0.0,1.0,1.0,False,0.405628660544061,0.9002621710636174,False,down,False,0,0
THAP5,44,0,0.0,5,0.03238434163701068,0.0,0.0,1.0,1.0,False,0.4013083122440614,0.9002621710636174,False,down,False,0,0
THOC6,42,0,0.0,5,0.032361308677098154,0.0,0.0,1.0,1.0,False,0.6435694573511603,1.0,False,down,False,0,0
THRA,15,0,0.0,1,0.03129074315514994,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TIAL1,12,0,0.0,1,0.03116883116883117,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TIPARP,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TM9SF3,4,0,0.0,0,0.06553398058252427,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TMED10,83,0,0.0,6,0.04226639250628284,0.0,0.0,1.0,1.0,False,0.04952801951390164,0.19588966692357254,False,down,False,0,0
TMEM167A,15,0,0.0,1,0.03129074315514994,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TMEM214,42,0,0.0,5,0.032361308677098154,0.0,0.0,1.0,1.0,False,0.6435694573511603,1.0,False,down,False,0,0
TMEM79,20,0,0.0,2,0.0539714867617108,0.0,0.0,1.0,1.0,False,0.6196956530005753,1.0,False,down,False,0,0
TOR1A,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TP73,5,0,0.0,0,0.06569343065693431,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TPD52,30,0,0.0,4,0.030592734225621414,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
TSTD2,46,0,0.0,5,0.032407407407407406,0.0,0.0,1.0,1.0,False,0.4020298857736963,0.9002621710636174,False,down,False,0,0
UBA2,29,0,0.0,4,0.030578117534639272,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
UBA5,47,0,0.0,5,0.032418952618453865,0.0,0.0,1.0,1.0,False,0.4029082496875812,0.9002621710636174,False,down,False,0,0
UBE2E1,10,0,0.0,1,0.031088082901554404,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
UBE2G2,18,0,0.0,2,0.05386178861788618,0.0,0.0,1.0,1.0,False,0.6184452873856796,1.0,False,down,False,0,0
UCHL5,21,0,0.0,3,0.03433777154870357,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
URM1,17,0,0.0,2,0.05380710659898477,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
USP10,2,0,0.0,0,0.06521739130434782,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
VHL,80,0,0.0,6,0.04223744292237443,0.0,0.0,1.0,1.0,False,0.07952352822315659,0.2725889828538201,False,down,False,0,0
WARS2,15,0,0.0,1,0.03129074315514994,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
WIZ,74,0,0.0,6,0.0421796625626995,0.0,0.0,1.0,1.0,False,0.07493259944428288,0.266650663244059,False,down,False,0,0
WNK1,23,0,0.0,3,0.0343859649122807,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
WRAP53,62,0,0.0,6,0.04206457480673033,0.0,0.0,1.0,1.0,False,0.18392024776457264,0.5403752041463872,False,down,False,0,0
XBP1,140,0,0.0,7,0.041650447644998055,0.0,0.0,1.0,1.0,False,0.004440240070558122,0.029144980037599584,True,down,False,0,0
XPR1,17,0,0.0,2,0.05380710659898477,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
XRN1,11,0,0.0,1,0.0311284046692607,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
XRRA1,8,0,0.0,0,0.0661764705882353,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
YBX1,9,0,0.0,0,0.06633906633906633,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZBTB1,36,0,0.0,4,0.030680728667305847,0.0,0.0,1.0,1.0,False,0.6253458563312604,1.0,False,down,False,0,0
ZBTB44,13,0,0.0,1,0.031209362808842653,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZC3H10,77,0,0.0,6,0.04220853296828656,0.0,0.0,1.0,1.0,False,0.07649459869400071,0.266650663244059,False,down,False,0,0
ZC3H3,46,0,0.0,5,0.032407407407407406,0.0,0.0,1.0,1.0,False,0.4020298857736963,0.9002621710636174,False,down,False,0,0
ZCRB1,4,0,0.0,0,0.06553398058252427,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZEB1,122,0,0.0,7,0.04155339805825243,0.0,0.0,1.0,1.0,False,0.009972548850800652,0.05645011597196332,False,down,False,0,0
ZFC3H1,96,0,0.0,6,0.0423923006416132,0.0,0.0,1.0,1.0,False,0.03362394129097719,0.14507672571002048,False,down,False,0,0
ZFYVE21,29,0,0.0,4,0.030578117534639272,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZHX3,19,0,0.0,2,0.05391658189216684,0.0,0.0,1.0,1.0,False,0.6185314560199646,1.0,False,down,False,0,0
ZNF148,227,0,0.0,8,0.040621436716077534,0.0,0.0,1.0,1.0,False,0.00020356510172303246,0.002242851210055554,True,down,False,0,0
ZNF274,106,0,0.0,7,0.04146751065753779,0.0,0.0,1.0,1.0,False,0.022797489274803896,0.10688258426382036,False,down,False,0,0
ZNF280D,14,0,0.0,1,0.03125,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZNF384,9,0,0.0,0,0.06633906633906633,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZNF554,212,0,0.0,8,0.04057805937210792,0.0,0.0,1.0,1.0,False,0.0002846876910546196,0.0029771577183169543,True,down,False,0,0
ZNF641,25,0,0.0,3,0.03443429374560787,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
ZNF829,24,0,0.0,3,0.03441011235955056,0.0,0.0,1.0,1.0,False,1.0,1.0,False,down,False,0,0
