regulator_order_top_to_bottom	landmark_order_left_to_right	regulator	target	cell_state	eligible_both_endpoints	is_reversal	orientation	response_shape	response_shape_supported	response_analysis_status	regulator_landmark_reversal_burden	target_landmark_reversal_burden
13	8	HCCS	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
13	9	HCCS	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
13	10	HCCS	CCL3	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	1
13	11	HCCS	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
13	12	HCCS	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
13	13	HCCS	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
13	14	HCCS	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	15	HCCS	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
13	16	HCCS	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
13	17	HCCS	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
13	18	HCCS	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
13	19	HCCS	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
13	20	HCCS	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	21	HCCS	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	22	HCCS	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
13	23	HCCS	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	24	HCCS	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	25	HCCS	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	1	GDAP2	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
14	2	GDAP2	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	3	GDAP2	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
14	4	GDAP2	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	5	GDAP2	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
14	6	GDAP2	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	7	GDAP2	NKG7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	2
14	8	GDAP2	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
14	9	GDAP2	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
14	10	GDAP2	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
14	11	GDAP2	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
14	12	GDAP2	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
14	13	GDAP2	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
14	14	GDAP2	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	15	GDAP2	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
14	16	GDAP2	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
14	17	GDAP2	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
14	18	GDAP2	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
14	19	GDAP2	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
14	20	GDAP2	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	21	GDAP2	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	22	GDAP2	TBX21	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	1
14	23	GDAP2	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	24	GDAP2	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
14	25	GDAP2	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	1	SENP5	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
15	2	SENP5	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	3	SENP5	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
15	4	SENP5	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	5	SENP5	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
15	6	SENP5	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	7	SENP5	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		2	2
15	8	SENP5	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
15	9	SENP5	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
15	10	SENP5	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
15	11	SENP5	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
15	12	SENP5	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
15	13	SENP5	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
15	14	SENP5	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	15	SENP5	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
15	16	SENP5	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
15	17	SENP5	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
15	18	SENP5	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
15	19	SENP5	CTLA4	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	2	6
15	20	SENP5	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	21	SENP5	SELL	comparable_not_reversed	True	False		not_applicable	False		2	0
15	22	SENP5	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
15	23	SENP5	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	24	SENP5	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
15	25	SENP5	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	1	SGF29	GZMA	comparable_not_reversed	True	False		not_applicable	False		2	5
16	2	SGF29	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	3	SGF29	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
16	4	SGF29	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	5	SGF29	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
16	6	SGF29	TNF	comparable_not_reversed	True	False		not_applicable	False		2	0
16	7	SGF29	NKG7	comparable_not_reversed	True	False		not_applicable	False		2	2
16	8	SGF29	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
16	9	SGF29	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
16	10	SGF29	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
16	11	SGF29	CCR5	comparable_not_reversed	True	False		not_applicable	False		2	4
16	12	SGF29	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
16	13	SGF29	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
16	14	SGF29	CCR2	comparable_not_reversed	True	False		not_applicable	False		2	0
16	15	SGF29	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
16	16	SGF29	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
16	17	SGF29	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
16	18	SGF29	CD69	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
16	19	SGF29	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
16	20	SGF29	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	21	SGF29	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	22	SGF29	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
16	23	SGF29	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	24	SGF29	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
16	25	SGF29	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	1	CARMIL2	GZMA	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	5
17	2	CARMIL2	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	3	CARMIL2	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
17	4	CARMIL2	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	5	CARMIL2	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
17	6	CARMIL2	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	7	CARMIL2	NKG7	comparable_not_reversed	True	False		not_applicable	False		2	2
17	8	CARMIL2	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
17	9	CARMIL2	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
17	10	CARMIL2	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
17	11	CARMIL2	CCR5	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	4
17	12	CARMIL2	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
17	13	CARMIL2	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
17	14	CARMIL2	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	15	CARMIL2	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
17	16	CARMIL2	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
17	17	CARMIL2	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
17	18	CARMIL2	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
17	19	CARMIL2	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
17	20	CARMIL2	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	21	CARMIL2	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	22	CARMIL2	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
17	23	CARMIL2	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	24	CARMIL2	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
17	25	CARMIL2	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
18	1	TAF13	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
18	2	TAF13	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	3	TAF13	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
18	4	TAF13	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	5	TAF13	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
18	6	TAF13	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	7	TAF13	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
18	8	TAF13	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
18	9	TAF13	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
18	10	TAF13	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
18	11	TAF13	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
18	12	TAF13	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
18	13	TAF13	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
18	14	TAF13	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	15	TAF13	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
18	16	TAF13	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
18	17	TAF13	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
18	18	TAF13	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
18	19	TAF13	CTLA4	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	1	6
18	20	TAF13	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	21	TAF13	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	22	TAF13	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
18	23	TAF13	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	24	TAF13	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
18	25	TAF13	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	1	TP53INP2	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
19	2	TP53INP2	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	3	TP53INP2	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
19	4	TP53INP2	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	5	TP53INP2	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
19	6	TP53INP2	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	7	TP53INP2	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
19	8	TP53INP2	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
19	9	TP53INP2	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
19	10	TP53INP2	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
19	11	TP53INP2	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
19	12	TP53INP2	CCR1	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	1	3
19	13	TP53INP2	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
19	14	TP53INP2	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	15	TP53INP2	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
19	16	TP53INP2	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
19	17	TP53INP2	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
19	18	TP53INP2	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
19	19	TP53INP2	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
19	20	TP53INP2	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	21	TP53INP2	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	22	TP53INP2	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
19	23	TP53INP2	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	24	TP53INP2	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
19	25	TP53INP2	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	1	STAT5B	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
20	2	STAT5B	GZMB	comparable_not_reversed	True	False		not_applicable	False		1	0
20	3	STAT5B	GNLY	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	1	3
20	4	STAT5B	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	5	STAT5B	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
20	6	STAT5B	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	7	STAT5B	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
20	8	STAT5B	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
20	9	STAT5B	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
20	10	STAT5B	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
20	11	STAT5B	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
20	12	STAT5B	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
20	13	STAT5B	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
20	14	STAT5B	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	15	STAT5B	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
20	16	STAT5B	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
20	17	STAT5B	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
20	18	STAT5B	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
20	19	STAT5B	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
20	20	STAT5B	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	21	STAT5B	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	22	STAT5B	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
20	23	STAT5B	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	24	STAT5B	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
20	25	STAT5B	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	1	SOCS4	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
21	2	SOCS4	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	3	SOCS4	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
21	4	SOCS4	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	5	SOCS4	IFNG	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	1	3
21	6	SOCS4	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	7	SOCS4	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
21	8	SOCS4	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
21	9	SOCS4	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
21	10	SOCS4	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
21	11	SOCS4	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
21	12	SOCS4	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
21	13	SOCS4	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
21	14	SOCS4	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	15	SOCS4	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
21	16	SOCS4	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
21	17	SOCS4	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
21	18	SOCS4	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
21	19	SOCS4	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
21	20	SOCS4	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	21	SOCS4	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	22	SOCS4	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
21	23	SOCS4	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	24	SOCS4	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
21	25	SOCS4	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	1	SMG7	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
22	2	SMG7	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	3	SMG7	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
22	4	SMG7	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	5	SMG7	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
22	6	SMG7	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	7	SMG7	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
22	8	SMG7	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
22	9	SMG7	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
22	10	SMG7	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
22	11	SMG7	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
22	12	SMG7	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
22	13	SMG7	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
22	14	SMG7	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	15	SMG7	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
22	16	SMG7	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
22	17	SMG7	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
22	18	SMG7	CD69	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	1	9
22	19	SMG7	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
22	20	SMG7	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	21	SMG7	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	22	SMG7	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
22	23	SMG7	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	24	SMG7	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
22	25	SMG7	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	1	UNC45A	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
23	2	UNC45A	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	3	UNC45A	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
23	4	UNC45A	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	5	UNC45A	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
23	6	UNC45A	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	7	UNC45A	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
23	8	UNC45A	CCL5	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	1	4
23	9	UNC45A	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
23	10	UNC45A	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
23	11	UNC45A	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
23	12	UNC45A	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
23	13	UNC45A	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
23	14	UNC45A	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	15	UNC45A	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
23	16	UNC45A	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
23	17	UNC45A	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
23	18	UNC45A	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
23	19	UNC45A	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
23	20	UNC45A	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	21	UNC45A	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	22	UNC45A	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
23	23	UNC45A	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	24	UNC45A	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
23	25	UNC45A	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	1	VAV1	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
24	2	VAV1	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	3	VAV1	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		1	3
24	4	VAV1	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	5	VAV1	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
24	6	VAV1	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	7	VAV1	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		1	2
24	8	VAV1	CCL5	comparable_not_reversed	True	False		not_applicable	False		1	4
24	9	VAV1	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
24	10	VAV1	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
24	11	VAV1	CCR5	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	1	4
24	12	VAV1	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
24	13	VAV1	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
24	14	VAV1	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	15	VAV1	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
24	16	VAV1	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
24	17	VAV1	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
24	18	VAV1	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
24	19	VAV1	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
24	20	VAV1	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	21	VAV1	SELL	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	22	VAV1	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
24	23	VAV1	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	24	VAV1	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
24	25	VAV1	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	1	WAC	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		1	5
25	2	WAC	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	3	WAC	GNLY	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	1	3
25	4	WAC	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	5	WAC	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		1	3
25	6	WAC	TNF	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	7	WAC	NKG7	comparable_not_reversed	True	False		not_applicable	False		1	2
25	8	WAC	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		1	4
25	9	WAC	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		1	1
25	10	WAC	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		1	1
25	11	WAC	CCR5	comparable_not_reversed	True	False		not_applicable	False		1	4
25	12	WAC	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		1	3
25	13	WAC	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		1	6
25	14	WAC	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	15	WAC	IL2	outside_both_endpoint_census	False	False		not_applicable	False		1	2
25	16	WAC	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		1	11
25	17	WAC	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		1	9
25	18	WAC	CD69	outside_both_endpoint_census	False	False		not_applicable	False		1	9
25	19	WAC	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		1	6
25	20	WAC	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	21	WAC	SELL	comparable_not_reversed	True	False		not_applicable	False		1	0
25	22	WAC	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		1	1
25	23	WAC	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	24	WAC	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		1	0
25	25	WAC	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		1	0
