regulator_order_top_to_bottom	landmark_order_left_to_right	regulator	target	cell_state	eligible_both_endpoints	is_reversal	orientation	response_shape	response_shape_supported	response_analysis_status	regulator_landmark_reversal_burden	target_landmark_reversal_burden
1	1	TADA2B	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		5	5
1	2	TADA2B	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	3	TADA2B	GNLY	comparable_not_reversed	True	False		not_applicable	False		5	3
1	4	TADA2B	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	5	TADA2B	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		5	3
1	6	TADA2B	TNF	comparable_not_reversed	True	False		not_applicable	False		5	0
1	7	TADA2B	NKG7	comparable_not_reversed	True	False		not_applicable	False		5	2
1	8	TADA2B	CCL5	comparable_not_reversed	True	False		not_applicable	False		5	4
1	9	TADA2B	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		5	1
1	10	TADA2B	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		5	1
1	11	TADA2B	CCR5	comparable_not_reversed	True	False		not_applicable	False		5	4
1	12	TADA2B	CCR1	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	5	3
1	13	TADA2B	CCR7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	5	6
1	14	TADA2B	CCR2	comparable_not_reversed	True	False		not_applicable	False		5	0
1	15	TADA2B	IL2	outside_both_endpoint_census	False	False		not_applicable	False		5	2
1	16	TADA2B	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	5	11
1	17	TADA2B	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	5	9
1	18	TADA2B	CD69	reversal_lost	True	True	lost	detection-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	5	9
1	19	TADA2B	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		5	6
1	20	TADA2B	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	21	TADA2B	SELL	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	22	TADA2B	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		5	1
1	23	TADA2B	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	24	TADA2B	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		5	0
1	25	TADA2B	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		5	0
2	1	CCNC	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		4	5
2	2	CCNC	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	3	CCNC	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		4	3
2	4	CCNC	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	5	CCNC	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		4	3
2	6	CCNC	TNF	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	7	CCNC	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		4	2
2	8	CCNC	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		4	4
2	9	CCNC	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		4	1
2	10	CCNC	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		4	1
2	11	CCNC	CCR5	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	4	4
2	12	CCNC	CCR1	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	4	3
2	13	CCNC	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		4	6
2	14	CCNC	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	15	CCNC	IL2	outside_both_endpoint_census	False	False		not_applicable	False		4	2
2	16	CCNC	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	4	11
2	17	CCNC	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		4	9
2	18	CCNC	CD69	comparable_not_reversed	True	False		not_applicable	False		4	9
2	19	CCNC	CTLA4	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	4	6
2	20	CCNC	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	21	CCNC	SELL	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	22	CCNC	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		4	1
2	23	CCNC	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	24	CCNC	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		4	0
2	25	CCNC	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		4	0
3	1	SUPT7L	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		3	5
3	2	SUPT7L	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	3	SUPT7L	GNLY	comparable_not_reversed	True	False		not_applicable	False		3	3
3	4	SUPT7L	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	5	SUPT7L	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		3	3
3	6	SUPT7L	TNF	comparable_not_reversed	True	False		not_applicable	False		3	0
3	7	SUPT7L	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		3	2
3	8	SUPT7L	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
3	9	SUPT7L	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		3	1
3	10	SUPT7L	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		3	1
3	11	SUPT7L	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
3	12	SUPT7L	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		3	3
3	13	SUPT7L	CCR7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	3	6
3	14	SUPT7L	CCR2	comparable_not_reversed	True	False		not_applicable	False		3	0
3	15	SUPT7L	IL2	outside_both_endpoint_census	False	False		not_applicable	False		3	2
3	16	SUPT7L	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	3	11
3	17	SUPT7L	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		3	9
3	18	SUPT7L	CD69	reversal_lost	True	True	lost	detection-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	3	9
3	19	SUPT7L	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		3	6
3	20	SUPT7L	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	21	SUPT7L	SELL	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	22	SUPT7L	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		3	1
3	23	SUPT7L	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	24	SUPT7L	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
3	25	SUPT7L	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	1	ARNT	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		3	5
4	2	ARNT	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	3	ARNT	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		3	3
4	4	ARNT	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	5	ARNT	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		3	3
4	6	ARNT	TNF	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	7	ARNT	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		3	2
4	8	ARNT	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
4	9	ARNT	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		3	1
4	10	ARNT	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		3	1
4	11	ARNT	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
4	12	ARNT	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		3	3
4	13	ARNT	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		3	6
4	14	ARNT	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	15	ARNT	IL2	outside_both_endpoint_census	False	False		not_applicable	False		3	2
4	16	ARNT	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	3	11
4	17	ARNT	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		3	9
4	18	ARNT	CD69	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	3	9
4	19	ARNT	CTLA4	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	3	6
4	20	ARNT	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	21	ARNT	SELL	comparable_not_reversed	True	False		not_applicable	False		3	0
4	22	ARNT	TBX21	comparable_not_reversed	True	False		not_applicable	False		3	1
4	23	ARNT	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	24	ARNT	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
4	25	ARNT	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	1	TAF6L	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		3	5
5	2	TAF6L	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	3	TAF6L	GNLY	comparable_not_reversed	True	False		not_applicable	False		3	3
5	4	TAF6L	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	5	TAF6L	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		3	3
5	6	TAF6L	TNF	comparable_not_reversed	True	False		not_applicable	False		3	0
5	7	TAF6L	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		3	2
5	8	TAF6L	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
5	9	TAF6L	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		3	1
5	10	TAF6L	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		3	1
5	11	TAF6L	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		3	4
5	12	TAF6L	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		3	3
5	13	TAF6L	CCR7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	3	6
5	14	TAF6L	CCR2	comparable_not_reversed	True	False		not_applicable	False		3	0
5	15	TAF6L	IL2	outside_both_endpoint_census	False	False		not_applicable	False		3	2
5	16	TAF6L	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	3	11
5	17	TAF6L	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	3	9
5	18	TAF6L	CD69	outside_both_endpoint_census	False	False		not_applicable	False		3	9
5	19	TAF6L	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		3	6
5	20	TAF6L	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	21	TAF6L	SELL	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	22	TAF6L	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		3	1
5	23	TAF6L	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	24	TAF6L	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		3	0
5	25	TAF6L	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		3	0
6	1	TADA1	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
6	2	TADA1	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	3	TADA1	GNLY	comparable_not_reversed	True	False		not_applicable	False		2	3
6	4	TADA1	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	5	TADA1	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
6	6	TADA1	TNF	comparable_not_reversed	True	False		not_applicable	False		2	0
6	7	TADA1	NKG7	comparable_not_reversed	True	False		not_applicable	False		2	2
6	8	TADA1	CCL5	comparable_not_reversed	True	False		not_applicable	False		2	4
6	9	TADA1	CCL4	comparable_not_reversed	True	False		not_applicable	False		2	1
6	10	TADA1	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
6	11	TADA1	CCR5	comparable_not_reversed	True	False		not_applicable	False		2	4
6	12	TADA1	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
6	13	TADA1	CCR7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	6
6	14	TADA1	CCR2	comparable_not_reversed	True	False		not_applicable	False		2	0
6	15	TADA1	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
6	16	TADA1	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
6	17	TADA1	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
6	18	TADA1	CD69	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	9
6	19	TADA1	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
6	20	TADA1	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	21	TADA1	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	22	TADA1	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
6	23	TADA1	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	24	TADA1	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
6	25	TADA1	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	1	SMARCB1	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
7	2	SMARCB1	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	3	SMARCB1	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
7	4	SMARCB1	PRF1	comparable_not_reversed	True	False		not_applicable	False		2	0
7	5	SMARCB1	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
7	6	SMARCB1	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	7	SMARCB1	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		2	2
7	8	SMARCB1	CCL5	comparable_not_reversed	True	False		not_applicable	False		2	4
7	9	SMARCB1	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
7	10	SMARCB1	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
7	11	SMARCB1	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
7	12	SMARCB1	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
7	13	SMARCB1	CCR7	comparable_not_reversed	True	False		not_applicable	False		2	6
7	14	SMARCB1	CCR2	comparable_not_reversed	True	False		not_applicable	False		2	0
7	15	SMARCB1	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
7	16	SMARCB1	IL2RA	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	11
7	17	SMARCB1	IL2RB	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	9
7	18	SMARCB1	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
7	19	SMARCB1	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
7	20	SMARCB1	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	21	SMARCB1	SELL	comparable_not_reversed	True	False		not_applicable	False		2	0
7	22	SMARCB1	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
7	23	SMARCB1	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	24	SMARCB1	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
7	25	SMARCB1	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	1	PNPT1	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
8	2	PNPT1	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	3	PNPT1	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
8	4	PNPT1	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	5	PNPT1	IFNG	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	3
8	6	PNPT1	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	7	PNPT1	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		2	2
8	8	PNPT1	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
8	9	PNPT1	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
8	10	PNPT1	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
8	11	PNPT1	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
8	12	PNPT1	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
8	13	PNPT1	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
8	14	PNPT1	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	15	PNPT1	IL2	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	2
8	16	PNPT1	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
8	17	PNPT1	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
8	18	PNPT1	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
8	19	PNPT1	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
8	20	PNPT1	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	21	PNPT1	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	22	PNPT1	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
8	23	PNPT1	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	24	PNPT1	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
8	25	PNPT1	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	1	SMARCE1	GZMA	comparable_not_reversed	True	False		not_applicable	False		2	5
9	2	SMARCE1	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	3	SMARCE1	GNLY	comparable_not_reversed	True	False		not_applicable	False		2	3
9	4	SMARCE1	PRF1	comparable_not_reversed	True	False		not_applicable	False		2	0
9	5	SMARCE1	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
9	6	SMARCE1	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	7	SMARCE1	NKG7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	2
9	8	SMARCE1	CCL5	comparable_not_reversed	True	False		not_applicable	False		2	4
9	9	SMARCE1	CCL4	comparable_not_reversed	True	False		not_applicable	False		2	1
9	10	SMARCE1	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
9	11	SMARCE1	CCR5	comparable_not_reversed	True	False		not_applicable	False		2	4
9	12	SMARCE1	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
9	13	SMARCE1	CCR7	comparable_not_reversed	True	False		not_applicable	False		2	6
9	14	SMARCE1	CCR2	comparable_not_reversed	True	False		not_applicable	False		2	0
9	15	SMARCE1	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
9	16	SMARCE1	IL2RA	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	11
9	17	SMARCE1	IL2RB	outside_both_endpoint_census	False	False		not_applicable	False		2	9
9	18	SMARCE1	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
9	19	SMARCE1	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
9	20	SMARCE1	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	21	SMARCE1	SELL	comparable_not_reversed	True	False		not_applicable	False		2	0
9	22	SMARCE1	TBX21	comparable_not_reversed	True	False		not_applicable	False		2	1
9	23	SMARCE1	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	24	SMARCE1	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
9	25	SMARCE1	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	1	ARHGAP30	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
10	2	ARHGAP30	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	3	ARHGAP30	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
10	4	ARHGAP30	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	5	ARHGAP30	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
10	6	ARHGAP30	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	7	ARHGAP30	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		2	2
10	8	ARHGAP30	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
10	9	ARHGAP30	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
10	10	ARHGAP30	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
10	11	ARHGAP30	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
10	12	ARHGAP30	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
10	13	ARHGAP30	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
10	14	ARHGAP30	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	15	ARHGAP30	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
10	16	ARHGAP30	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	11
10	17	ARHGAP30	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
10	18	ARHGAP30	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
10	19	ARHGAP30	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
10	20	ARHGAP30	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	21	ARHGAP30	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	22	ARHGAP30	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
10	23	ARHGAP30	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	24	ARHGAP30	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
10	25	ARHGAP30	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	1	MED19	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
11	2	MED19	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	3	MED19	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
11	4	MED19	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	5	MED19	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
11	6	MED19	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	7	MED19	NKG7	comparable_not_reversed	True	False		not_applicable	False		2	2
11	8	MED19	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
11	9	MED19	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
11	10	MED19	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
11	11	MED19	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
11	12	MED19	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
11	13	MED19	CCR7	reversal_gained	True	True	gained	unresolved	False	UNANALYSABLE_POSITIVE_INTENSITY	2	6
11	14	MED19	CCR2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	15	MED19	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
11	16	MED19	IL2RA	outside_both_endpoint_census	False	False		not_applicable	False		2	11
11	17	MED19	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
11	18	MED19	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
11	19	MED19	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
11	20	MED19	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	21	MED19	SELL	comparable_not_reversed	True	False		not_applicable	False		2	0
11	22	MED19	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
11	23	MED19	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	24	MED19	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
11	25	MED19	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	1	SUPT20H	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
12	2	SUPT20H	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	3	SUPT20H	GNLY	comparable_not_reversed	True	False		not_applicable	False		2	3
12	4	SUPT20H	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	5	SUPT20H	IFNG	outside_both_endpoint_census	False	False		not_applicable	False		2	3
12	6	SUPT20H	TNF	comparable_not_reversed	True	False		not_applicable	False		2	0
12	7	SUPT20H	NKG7	comparable_not_reversed	True	False		not_applicable	False		2	2
12	8	SUPT20H	CCL5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
12	9	SUPT20H	CCL4	outside_both_endpoint_census	False	False		not_applicable	False		2	1
12	10	SUPT20H	CCL3	outside_both_endpoint_census	False	False		not_applicable	False		2	1
12	11	SUPT20H	CCR5	outside_both_endpoint_census	False	False		not_applicable	False		2	4
12	12	SUPT20H	CCR1	outside_both_endpoint_census	False	False		not_applicable	False		2	3
12	13	SUPT20H	CCR7	outside_both_endpoint_census	False	False		not_applicable	False		2	6
12	14	SUPT20H	CCR2	comparable_not_reversed	True	False		not_applicable	False		2	0
12	15	SUPT20H	IL2	outside_both_endpoint_census	False	False		not_applicable	False		2	2
12	16	SUPT20H	IL2RA	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	11
12	17	SUPT20H	IL2RB	reversal_lost	True	True	lost	intensity-dominant	True	ESTIMATED_CONTINUOUS_COMPONENTS	2	9
12	18	SUPT20H	CD69	outside_both_endpoint_census	False	False		not_applicable	False		2	9
12	19	SUPT20H	CTLA4	outside_both_endpoint_census	False	False		not_applicable	False		2	6
12	20	SUPT20H	IL2RG	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	21	SUPT20H	SELL	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	22	SUPT20H	TBX21	outside_both_endpoint_census	False	False		not_applicable	False		2	1
12	23	SUPT20H	KLRB1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	24	SUPT20H	XCL1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
12	25	SUPT20H	XCL2	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	1	HCCS	GZMA	outside_both_endpoint_census	False	False		not_applicable	False		2	5
13	2	HCCS	GZMB	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	3	HCCS	GNLY	outside_both_endpoint_census	False	False		not_applicable	False		2	3
13	4	HCCS	PRF1	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	5	HCCS	IFNG	reversal_lost	True	True	lost	unresolved	False	UNANALYSABLE_METADATA_SUPPORT	2	3
13	6	HCCS	TNF	outside_both_endpoint_census	False	False		not_applicable	False		2	0
13	7	HCCS	NKG7	outside_both_endpoint_census	False	False		not_applicable	False		2	2
