term_index	library	term_id	term_name	source_term	universe_targets	member_targets_n	member_targets	observed_es	observed_nes	pooled_null_es_mean	pooled_observed_z	pooled_marginal_p	bh_q_within_library	pooled_library_maxT_p	pooled_global_maxT_p	bank_A_observed_nes	bank_A_marginal_p	bank_A_bh_q_within_library	bank_A_library_maxT_p	bank_A_global_maxT_p	bank_B_observed_nes	bank_B_marginal_p	bank_B_bh_q_within_library	bank_B_library_maxT_p	bank_B_global_maxT_p	nondegenerate_null	direction	statement_eligible	global_familywise_supported	global_familywise_stable	peak_target_rank	peak_score	peak_score_tie_size	n_leading_edge	leading_edge_targets	n_leading_edge_tie_expanded	leading_edge_targets_tie_expanded	zero_weight_observed	zero_weight_null_draws_A	zero_weight_null_draws_B	status
233	GO_Biological_Process_2023	GO:0001822	Kidney Development	Kidney Development (GO:0001822)	9554	26	PKD1|IFT88|FOXC1|HYAL2|PCSK5|IFT27|CTSH|C1GALT1|TGFBR1|GATA3|ZBTB16|VEGFA|NPHP3|CENPF|HELLS|SOX4|SIX1|ARL3|PYGO2|NIPBL|OXSR1|PRKX|NF1|CEP290|TRAF3IP1|BAG6	0.17787431902508727	0.61130156525975465	0.29097638405277892	-0.8524300411372201	0.79101044947752608	0.92015282901571926	1	1	0.6122118030088316	0.78912108789121083	0.91912518642468122	1	1	0.61039403017900529	0.7929207079292071	0.91926735185997299	1	1	True	high_burden	False	False	False	193	3.9137748809677859	1	1	CENPF	1	CENPF	False	0	0	NOT_SUPPORTED
234	GO_Biological_Process_2023	GO:0001836	Release Of Cytochrome C From Mitochondria	Release Of Cytochrome C From Mitochondria (GO:0001836)	9554	16	GGCT|BID|BAK1|BAX|DNM1L|TIMM50|BBC3|CLU|IFI6|BCL2A1|MFF|BCL2L1|BCL2|SFN|FIS1|SOD2	0.58775340960781441	2.0227900524803424	0.29056570101633239	1.9467097400252222	0.017699115044247787	0.15166202820601019	1	1	2.023583370208077	0.017198280171982803	0.14894939077520819	1	1	2.0219973565272316	0.018298170182981702	0.15515056885919798	1	1	True	high_burden	False	False	False	650	2.1522889770754805	1	3	BCL2L1|BCL2A1|BAX	3	BCL2L1|BCL2A1|BAX	False	0	0	NOT_SUPPORTED
235	GO_Biological_Process_2023	GO:0001837	Epithelial To Mesenchymal Transition	Epithelial To Mesenchymal Transition (GO:0001837)	9554	25	CUL7|ROCK1|TGFBR3|FGFR1|GSK3B|DDX17|HIF1A|FAM83D|TGFB1|TGFBR1|DDX5|TRIM28|LOXL2|ROCK2|LEF1|SMAD4|NOTCH1|DLG5|EOMES|TASOR|CTNNB1|RBPJ|S100A4|SLC39A10|HNRNPAB	0.38295190316026895	1.3865617863175621	0.27618812730827852	0.89952090469730506	0.19149042547872605	0.47971516713420526	1	1	1.3854287253701241	0.19708029197080293	0.4871760530368982	1	1	1.3876967021102511	0.18598140185981402	0.47524225448898733	1	1	True	high_burden	False	False	False	1079	1.4414338694010798	1	5	LOXL2|DDX17|TGFB1|HIF1A|DDX5	5	LOXL2|DDX17|TGFB1|HIF1A|DDX5	False	0	0	NOT_SUPPORTED
236	GO_Biological_Process_2023	GO:0001843	Neural Tube Closure	Neural Tube Closure (GO:0001843)	9554	20	DVL2|FUZ|KDM2B|MTHFD1|TSC2|TGFB1|DVL1|MTHFD1L|STIL|VASP|BCL10|SKI|DVL3|IFT122|SEMA4C|MTHFR|DEAF1|SCRIB|PLXNB2|PHACTR4	0.39826209034295612	1.2490804277554179	0.31884423251962096	0.51953970713406705	0.33098345082745861	0.62093012041824502	1	1	1.2475288216650804	0.33026697330266974	0.62085070562711175	1	1	1.2506358982526204	0.33176682331766821	0.62078282912449489	1	1	True	high_burden	False	False	False	791	1.8956516247763584	1	3	MTHFR|DEAF1|TGFB1	3	MTHFR|DEAF1|TGFB1	False	0	0	NOT_SUPPORTED
237	GO_Biological_Process_2023	GO:0001881	Receptor Recycling	Receptor Recycling (GO:0001881)	9554	11	EHD3|PLEKHJ1|PEX12|PLEKHA3|USP9X|PEX6|SORL1|PEX10|PEX2|NSG1|RAB11B	0.63100698228555163	1.8832531526948442	0.33506222006457875	1.6407137793055211	0.044997750112494378	0.22910052414045964	1	1	1.8810937749164243	0.047695230476952302	0.2346063568085382	1	1	1.8854174938316279	0.042395760423957603	0.22301457489825854	1	1	True	high_burden	False	False	False	16	7.3878837924091689	1	1	PEX2	1	PEX2	False	0	0	NOT_SUPPORTED
238	GO_Biological_Process_2023	GO:0001885	Endothelial Cell Development	Endothelial Cell Development (GO:0001885)	9554	14	ICAM1|PPP1R16B|MET|RAPGEF1|RAPGEF2|PDE4D|RAP1A|GSTM3|RDX|MSN|STC1|F2RL1|MYADM|PECAM1	0.42398309968404529	1.4327228602643025	0.29592820177785867	0.79752640176731393	0.23403829808509574	0.52453130578221541	1	1	1.4315659371253251	0.23167683231676833	0.52109835312765018	1	1	1.4338816548556277	0.23647635236476353	0.52766283004727055	1	1	True	high_burden	False	False	False	43	5.8599982460134221	1	1	PPP1R16B	1	PPP1R16B	False	0	0	NOT_SUPPORTED
239	GO_Biological_Process_2023	GO:0001889	Liver Development	Liver Development (GO:0001889)	9554	20	TGFBR3|AURKA|XBP1|PCK2|LSR|MET|CDK5RAP3|PHF1|NPHP3|PKD2|GFER|E2F8|PRKCSH|IL6|ARID5B|CEBPG|CITED2|E2F7|CEBPB|NF1	0.49105780609402627	1.6529530790005638	0.29707909579075159	1.4646924904848635	0.069596520173991303	0.28948809849387463	1	1	1.6499073790164922	0.071192880711928808	0.29311160564758465	1	1	1.6560100443974841	0.068093190680931906	0.28568509931013819	1	1	True	high_burden	False	False	False	1752	0.68115910137735203	1	9	CEBPG|CEBPB|LSR|E2F7|NPHP3|XBP1|CDK5RAP3|TGFBR3|E2F8	9	CEBPG|CEBPB|LSR|E2F7|NPHP3|XBP1|CDK5RAP3|TGFBR3|E2F8	False	0	0	NOT_SUPPORTED
240	GO_Biological_Process_2023	GO:0001890	Placenta Development	Placenta Development (GO:0001890)	9554	10	PKD1|CUL7|TFEB|PKD2|E2F8|PPARG|SOD1|E2F7|PHLDA2|ASCL2	0.20177412466214925	0.67468120207157845	0.29906587591681943	-0.56117681678094522	0.67381630918454072	0.85818571086136153	1	1	0.67976257769590298	0.66783321667833218	0.85590225974761203	1	1	0.66967523159060593	0.67983201679832017	0.86078892110788918	1	1	True	high_burden	False	False	False	1752	0.68115910137735203	1	3	E2F7|PPARG|E2F8	3	E2F7|PPARG|E2F8	False	0	0	NOT_SUPPORTED
241	GO_Biological_Process_2023	GO:0001895	Retina Homeostasis	Retina Homeostasis (GO:0001895)	9554	10	LYZ|WHRN|HSPB1|PRDX1|POC1B|BBS4|SOD1|ZG16B|CCDC66|ACTG1	0.16165645179578611	0.53647180980321152	0.30133261215549217	-0.76343067099323181	0.72616369181540918	0.88445351715337384	1	1	0.53561530703433058	0.7274272572742726	0.88599251576600258	1	1	0.53733105622769339	0.72492750724927513	0.88250462102384153	1	1	True	high_burden	False	False	False	710	2.034723654879433	1	1	POC1B	1	POC1B	False	0	0	NOT_SUPPORTED
242	GO_Biological_Process_2023	GO:0001912	Positive Regulation Of Leukocyte Mediated Cytotoxicity	Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912)	9554	20	PVR|STX7|IL12RB1|CRTAM|IL23A|UXT|ULBP2|IL21|XCL1|CD226|CYRIB|SLAMF6|IL12A|ITGAM|RASGRP1|CADM1|LAMP1|NCR3|MICB|MICA	0.48161804852117363	1.6783226579354809	0.28696391974688357	1.3186653378811559	0.097995100244987754	0.34259274067996887	1	1	1.6708171356067503	0.094890510948905105	0.3398200325952806	1	1	1.6858959160570335	0.10118988101189881	0.34890331989528317	1	1	True	high_burden	False	False	False	1162	1.3355643145005707	1	5	SLAMF6|UXT|CYRIB|CD226|IL23A	5	SLAMF6|UXT|CYRIB|CD226|IL23A	False	0	0	NOT_SUPPORTED
243	GO_Biological_Process_2023	GO:0001914	Regulation Of T Cell Mediated Cytotoxicity	Regulation Of T Cell Mediated Cytotoxicity (GO:0001914)	9554	12	CEACAM1|STX7|PTPRC|IL12RB1|IL23A|RIPK3|ULBP2|XCL1|CYRIB|IL12A|MICB|MICA	0.50542171853829265	1.5597413814926757	0.3240420011518852	0.95418237396217709	0.19844007799610019	0.4875554094635694	1	1	1.5556300930817535	0.20157984201579843	0.4910377436151967	1	1	1.563874458479201	0.19538046195380462	0.48396079697443944	1	1	True	high_burden	False	False	False	1162	1.3355643145005707	1	3	PTPRC|CYRIB|IL23A	3	PTPRC|CYRIB|IL23A	False	0	0	NOT_SUPPORTED
244	GO_Biological_Process_2023	GO:0001916	Positive Regulation Of T Cell Mediated Cytotoxicity	Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916)	9554	10	PVR|STX7|IL12RB1|IL23A|ULBP2|XCL1|CYRIB|IL12A|MICB|MICA	0.39391979123086723	1.2183728912036687	0.32331628032342508	0.34636173173930596	0.40652967351632419	0.69300482344303838	1	1	1.2148214535027537	0.40945905409459055	0.69624938274865733	1	1	1.2219451545001547	0.40365963403659633	0.68983411736345746	1	1	True	high_burden	False	False	False	1162	1.3355643145005707	1	2	CYRIB|IL23A	2	CYRIB|IL23A	False	0	0	NOT_SUPPORTED
245	GO_Biological_Process_2023	GO:0001919	Regulation Of Receptor Recycling	Regulation Of Receptor Recycling (GO:0001919)	9554	13	VAMP3|NSF|KIF16B|BVES|RAB29|ECE1|OPTN|LDLR|AP1AR|SNCA|LAMTOR1|TRAT1|SCRIB	0.23141417002281697	0.8154476065096995	0.28378790761716999	-0.33746676366507827	0.62051897405129741	0.82959192723936015	1	1	0.8167086745993194	0.6192380761923808	0.82918406116318244	1	1	0.81419042681019027	0.62183781621837819	0.83083014012648326	1	1	True	high_burden	False	False	False	279	3.4093004496334136	1	1	RAB29	1	RAB29	False	0	0	NOT_SUPPORTED
246	GO_Biological_Process_2023	GO:0001932	Regulation Of Protein Phosphorylation	Regulation Of Protein Phosphorylation (GO:0001932)	9554	144	DVL2|IBTK|CD4|FYN|PLAUR|CCDC88C|RALBP1|WWTR1|CD74|RB1CC1|FAS|FNIP2|MYDGF|DNAJC10|HSP90AA1|MAVS|ERP29|BIRC5|CRKL|ANKRD54|CD40|STK4|FMR1|MAPK3|AXIN1|AKT2|CLIP3|TGFB1|NOP53|FKBP8|HSPB1|ENG|TESK1|CCNY|CDK5RAP3|BST1|CORO1C|CDK2AP1|ADTRP|CCND3|VEGFA|PPP2CA|ECT2|FXR1|MOB1A|CCDC88A|FN1|PDCL3|PARK7|LEPR|CCND2|MOB3B|ACVR2A|CDKN1A|RAP2A|ATG14|PIN1|FXR2|SESN2|INPP5K|ZBED3|KRAS|ROCK2|FBH1|CDCA8|PRR5L|NIBAN1|RAC1|RIPK1|FLOT1|ARRB1|FGF2|WDFY2|PELI2|SORD|CSNK1D|SOD1|APP|AKT1|MOB3C|RALB|CCNA2|ROPN1L|PHIP|IGFBP3|NTRK2|PAK1|INCENP|TWF1|FER|ADAM17|IMPACT|TNIK|FLCN|TTN|NPTN|PPP1R15B|PINK1|ITGB2|DVL3|CCNYL1|PAQR3|PTPN13|ZC3H12A|NDUFS4|NSD1|ILK|TERF2IP|AKTIP|NKX3-1|SMG8|STAT2|INSR|HDAC3|PTEN|PRNP|EIF2AK3|MOB3A|RASGRP1|VEGFB|MOB1B|HRAS|SLCO3A1|AURKB|MYADM|MOB2|LIMK2|TSPYL2|CIB1|SOCS1|CHP1|PPIA|PLXNB2|PDGFA|TRAF3IP1|DAXX|AGER|FNIP1|TNF|IRGM|PRKDC|LYN|ITGB3|PECAM1	0.27350969524673979	1.0314991956497535	0.26515744888628134	0.15058891995392007	0.44977751112444375	0.7186778342242307	1	1	1.0323452627277798	0.44865513448655137	0.71846445718464458	1	1	1.0306545142386123	0.45095490450954906	0.72024397296939169	1	1	True	high_burden	False	False	False	1800	0.6167515718459069	1	30	TESK1|SESN2|ZC3H12A|ECT2|CSNK1D|MOB3B|CDCA8|PPIA|NIBAN1|SOCS1|ILK|FAS|CCNA2|TGFB1|PRKDC|CCDC88C|RB1CC1|AXIN1|STK4|KRAS|HSP90AA1|STAT2|SLCO3A1|PTEN|AGER|TRAF3IP1|CDK5RAP3|ITGB2|AKT2|TNIK	30	TESK1|SESN2|ZC3H12A|ECT2|CSNK1D|MOB3B|CDCA8|PPIA|NIBAN1|SOCS1|ILK|FAS|CCNA2|TGFB1|PRKDC|CCDC88C|RB1CC1|AXIN1|STK4|KRAS|HSP90AA1|STAT2|SLCO3A1|PTEN|AGER|TRAF3IP1|CDK5RAP3|ITGB2|AKT2|TNIK	False	0	0	NOT_SUPPORTED
247	GO_Biological_Process_2023	GO:0001933	Negative Regulation Of Protein Phosphorylation	Negative Regulation Of Protein Phosphorylation (GO:0001933)	9554	96	IBTK|MVP|WWTR1|DTNBP1|PRKCZ|SIRT2|NCK2|TRIB2|DNAJC10|CEACAM1|PTPRC|GSTP1|RTRAF|CRKL|PPM1F|GSKIP|TRIB3|RASSF2|SMAD7|DNAJC3|TSC2|SFRP1|TGFB1|FKBP8|CAV1|HSPB1|PRKAG2|ENG|TESK1|DVL1|CDK5RAP3|SNX25|CORO1C|PTPN6|PDE4D|EIF4G1|PARK7|ITGB1BP1|CDKN1A|ATG14|CEP85|PPARG|INPP5K|ZBED3|PRR5L|NIBAN1|RB1|WARS1|SORD|PDPK1|AKT1|CALM2|DGKQ|SNCA|IGFBP3|GPD1L|IMPACT|UBASH3B|SAMSN1|GNAQ|NCK1|PPP1R15B|DMTN|CALM3|CAMK2N1|DUSP19|PAQR3|PTPN13|ZC3H12A|PRKCD|TERF2IP|LDLRAD4|YWHAG|PTEN|PRNP|QARS1|TRIB1|SFN|SMCR8|MYADM|PAK2|CIB1|CHP1|PPIA|NF1|ENPP1|SPRED2|CALM1|DMD|TRAF3IP1|AKT1S1|TRIM27|CEP43|DBNDD2|PRKDC|LYN	0.44632804009261706	1.6571147669266675	0.26934045185077304	2.5149091903464296	0.0036998150092495377	0.069015779980231756	0.93785310734463279	0.94990250487475625	1.6574161584037947	0.0029997000299970002	0.061646377735107838	0.92780721927807219	0.94000599940006002	1.6568134850421572	0.0044995500449955001	0.079645320139518888	0.94780521947805219	0.95870412958704132	True	high_burden	True	False	False	939	1.648138592596297	1	17	TESK1|SAMSN1|ZC3H12A|DNAJC3|CALM3|TRIB3|WARS1|TRIB1|PPIA|RASSF2|NIBAN1|EIF4G1|PTPRC|UBASH3B|TGFB1|PRKDC|ITGB1BP1	17	TESK1|SAMSN1|ZC3H12A|DNAJC3|CALM3|TRIB3|WARS1|TRIB1|PPIA|RASSF2|NIBAN1|EIF4G1|PTPRC|UBASH3B|TGFB1|PRKDC|ITGB1BP1	False	0	0	STATEMENT_ELIGIBLE_FDR_STABLE
248	GO_Biological_Process_2023	GO:0001934	Positive Regulation Of Protein Phosphorylation	Positive Regulation Of Protein Phosphorylation (GO:0001934)	9554	203	ALS2|CAMKK1|DVL2|CD4|PLAUR|RALBP1|CD74|MRE11|RB1CC1|FAS|CD44|MAP2K3|LCP2|FNIP2|ATP2B4|TNK2|PFN2|MYDGF|TRAF4|ARAF|HSP90AA1|PTPRC|MAPRE3|MAVS|ERP29|BIRC5|HDAC6|SH2D3C|HSP90AB1|JAK2|CRKL|OSM|MAPK1|CD40|STK4|RASSF2|FMR1|MAPK3|AXIN1|RIPK2|NBN|AKT2|CLIP3|PRKD2|TGFB1|CAV1|PRKAG2|TGFBR1|ENG|TESK1|BMPR1A|MMD|RAPGEF2|CD81|CAPRIN2|CREBL2|CDK2AP1|ADTRP|CCND3|VEGFA|TTK|RAD50|IL5|PDCD10|FXR1|EIF4G1|MOB1A|ACVR1|PARK7|RAP1A|ARHGEF2|DOCK7|MAD2L2|LEPR|CCND2|MOB3B|PTK2B|TRIM6|CD80|ACVR2A|RAP2C|CDKN1A|RAP2A|SH2D3A|CCR7|ATG14|PIN1|AKAP9|LIF|TWSG1|FXR2|SNX9|LATS1|RAF1|PPARG|KRAS|ROCK2|FBH1|CDCA8|ORC3|GDF11|AGAP2|NIBAN1|CAB39|RAC1|IL6|ENPP2|RIPK1|FLOT1|ARRB1|SDCBP|FGF2|CENPE|MAP3K12|WDFY2|PELI2|IQGAP1|TP53|CSNK1D|RPTOR|SMAD4|APP|AKT1|MOB3C|JTB|HAX1|CALM2|RALB|CNOT9|DGKQ|SNCA|CCNA2|NTRK2|TNKS1BP1|PAK1|INCENP|TAOK2|ADAM17|CACUL1|TNIK|FLCN|NPTN|RBPMS|LRP8|BRAF|TNFRSF14|PINK1|CALM3|IL6R|MRNIP|DVL3|ITGA5|DUSP19|TGFBR2|IL15|IL3|GDF9|STOX1|ILK|PLK1|AKTIP|NKX3-1|CX3CR1|INSR|HDAC3|PRNP|MOB3A|RASGRP1|VEGFB|MOB1B|HRAS|SPHK1|SLCO3A1|AURKB|PTPN11|HCLS1|PAK2|PRKAG1|MOB2|LIMK2|TBK1|SH2D1A|CSF1|CIB1|PPIA|SRC|MAP3K5|PDGFA|PLCG2|DDRGK1|CALM1|DAXX|BMPR2|AGER|CSNK2B|DDX3X|FNIP1|TNF|IRGM|LYN|ITGB3|PECAM1|S1PR2	0.34118592781116697	1.300337152136519	0.26238266533458759	1.6914581052928677	0.03954802259887006	0.21599989820328805	1	1	1.2994073263527388	0.039796020397960201	0.21735439068705739	1	1	1.3012683095968138	0.039396060393960604	0.21712601467126014	1	1	True	high_burden	False	False	False	1343	1.1089240203301638	1	37	SDCBP|SNX9|TESK1|CCR7|CALM3|CSNK1D|TGFBR2|OSM|MAPK1|MOB3B|IL3|CDCA8|IQGAP1|CNOT9|PPIA|TNFRSF14|RASSF2|RAF1|NIBAN1|EIF4G1|PTPRC|ILK|FAS|CCNA2|TGFB1|ORC3|CENPE|ACVR1|SH2D3C|LCP2|TP53|LIF|RB1CC1|AXIN1|STK4|ITGA5|RAP2C	37	SDCBP|SNX9|TESK1|CCR7|CALM3|CSNK1D|TGFBR2|OSM|MAPK1|MOB3B|IL3|CDCA8|IQGAP1|CNOT9|PPIA|TNFRSF14|RASSF2|RAF1|NIBAN1|EIF4G1|PTPRC|ILK|FAS|CCNA2|TGFB1|ORC3|CENPE|ACVR1|SH2D3C|LCP2|TP53|LIF|RB1CC1|AXIN1|STK4|ITGA5|RAP2C	False	0	0	NOT_SUPPORTED
249	GO_Biological_Process_2023	GO:0001936	Regulation Of Endothelial Cell Proliferation	Regulation Of Endothelial Cell Proliferation (GO:0001936)	9554	41	KRIT1|ALOX5|SLC39A9|VASH1|MYDGF|HIF1A|PPP1R16B|RGCC|PRKD2|CAV1|TGFBR1|VEGFA|STAT1|PDCL3|AKT3|NR4A1|STAT5A|ATP5IF1|FGF2|SORD|CDH13|AKT1|ARNT|ATP5F1A|PRKCA|EMC10|AIMP1|HMGB2|AGGF1|PIK3CD|EGFL7|PTPRM|VEGFB|NELL2|NF1|BMPR2|ZNF580|NRAS|SYNJ2BP|PDCD6|ITGB3	0.24348398450392203	0.88449641788706035	0.27527978585325602	-0.29714329855694854	0.62511874406279688	0.83222264325380224	1	1	0.88554958659028238	0.62293770622937705	0.83092625830926259	1	1	0.88344575123859492	0.62733726627337272	0.83358513463722128	1	1	True	high_burden	False	False	False	1407	1.0414749197081683	1	6	PPP1R16B|RGCC|HIF1A|AIMP1|STAT5A|HMGB2	6	PPP1R16B|RGCC|HIF1A|AIMP1|STAT5A|HMGB2	False	0	0	NOT_SUPPORTED
250	GO_Biological_Process_2023	GO:0001937	Negative Regulation Of Endothelial Cell Proliferation	Negative Regulation Of Endothelial Cell Proliferation (GO:0001937)	9554	16	KRIT1|ALOX5|VASH1|FLT1|RGCC|CAV1|PDCD10|STAT1|ATP5IF1|PPARG|SORD|ATP5F1A|IL12A|PTPRM|NF1|SYNJ2BP	0.1595041871880922	0.53959399385194184	0.29560037547760076	-0.8503480601893374	0.76416179191040445	0.90864638541713283	1	1	0.53773245012047266	0.7655234476552345	0.90824658365459299	1	1	0.54146847109042151	0.7628237176282372	0.90874867370966528	1	1	True	high_burden	False	False	False	627	2.1901942712767006	1	1	RGCC	1	RGCC	False	0	0	NOT_SUPPORTED
251	GO_Biological_Process_2023	GO:0001938	Positive Regulation Of Endothelial Cell Proliferation	Positive Regulation Of Endothelial Cell Proliferation (GO:0001938)	9554	34	MYDGF|SIRT6|FGFR1|HMOX1|HIF1A|PPP1R16B|PRKD2|TGFBR1|MDK|VEGFA|ITGA4|PDCL3|AKT3|NR4A1|PLCG1|STAT5A|FGF2|CDH13|PDPK1|AKT1|ARNT|PRKCA|EMC10|HMGB2|AGGF1|PIK3CD|EGFL7|VEGFB|NELL2|BMPR2|ZNF580|NRAS|PDCD6|ITGB3	0.19274613268611648	0.71261775894043355	0.27047618483814378	-0.68231102385007969	0.74941252937353131	0.89877615416954171	1	1	0.71512232928322172	0.74352564743525651	0.89560949705723536	1	1	0.71013067086483894	0.75532446755324467	0.90431726817446589	1	1	True	high_burden	False	False	False	1451	1.0035507093822638	1	5	PPP1R16B|HIF1A|STAT5A|HMGB2|HMOX1	5	PPP1R16B|HIF1A|STAT5A|HMGB2|HMOX1	False	0	0	NOT_SUPPORTED
252	GO_Biological_Process_2023	GO:0001947	Heart Looping	Heart Looping (GO:0001947)	9554	15	DVL2|ENG|DVL1|SRF|NPHP3|PKD2|STIL|MKKS|MICAL2|SETDB2|BBS7|NOTCH1|TBX6|TGFBR2|MESP1	0.4878228153560612	1.4382873886502401	0.33916922251112708	0.87564437479195034	0.21818909054547272	0.50826949526683129	1	1	1.4359066566408734	0.21867813218678131	0.50843189890023455	1	1	1.440676028273687	0.21777822217778223	0.50754530694865185	1	1	True	high_burden	False	False	False	1241	1.227502398684533	1	3	TGFBR2|MICAL2|NPHP3	3	TGFBR2|MICAL2|NPHP3	False	0	0	NOT_SUPPORTED
253	GO_Biological_Process_2023	GO:0001952	Regulation Of Cell-Matrix Adhesion	Regulation Of Cell-Matrix Adhesion (GO:0001952)	9554	37	FYN|VCL|PIK3CB|RHOA|ROCK1|MAP4K4|CLASP1|GSK3B|SLC9A1|SFRP1|CDK6|DUSP3|BST1|CORO1C|PTK2B|CCR7|PTPRA|ROCK2|TLN1|CDH13|SKAP1|MINK1|ADAM15|RASA1|CASK|CDKN2A|TSC1|DAPK3|PLEKHA2|PEAK1|ACTG1|CSF1|CIB1|NF2|NF1|LDB1|CD3E	0.24576516802047166	0.85604574453587212	0.2870934989037528	-0.37389249793909057	0.65351732413379326	0.8479291123726318	1	1	0.85992626322992016	0.64853514648535149	0.84508206890219095	1	1	0.85220009110485961	0.65853414658534148	0.85215864752905723	1	1	True	high_burden	False	False	False	1233	1.2396352878785086	1	5	CCR7|VCL|MINK1|NF2|MAP4K4	5	CCR7|VCL|MINK1|NF2|MAP4K4	False	0	0	NOT_SUPPORTED
254	GO_Biological_Process_2023	GO:0001953	Negative Regulation Of Cell-Matrix Adhesion	Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	9554	17	MAP4K4|SERPINE1|CORO1C|DUSP22|ITGB1BP1|BCAS3|ADAM15|PHLDB2|RASA1|CASK|CDKN2A|DMTN|CLASP2|PTEN|RCC2|NF2|SRC	0.24215406792238206	0.8342970148269353	0.29024923213061471	-0.34073191686789395	0.63226838658067097	0.83738440057789576	1	1	0.83373375276147166	0.63413658634136583	0.83979729756282007	1	1	0.83486103847519011	0.63043695630436958	0.83541509237054434	1	1	True	high_burden	False	False	False	1546	0.8905524432240971	1	5	NF2|ITGB1BP1|MAP4K4|BCAS3|PTEN	5	NF2|ITGB1BP1|MAP4K4|BCAS3|PTEN	False	0	0	NOT_SUPPORTED
255	GO_Biological_Process_2023	GO:0001954	Positive Regulation Of Cell-Matrix Adhesion	Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	9554	21	ROCK1|MAP4K4|GSK3B|PPM1F|SFRP1|GFUS|CDK6|VEGFA|PTK2B|CCR7|RRAS|RAC1|CDH13|SKAP1|TSC1|PLEKHA2|EFEMP2|CSF1|CIB1|S100A10|CD3E	0.44830874186184166	1.5226704874398673	0.29442269063453302	1.0836950037977211	0.14739263036848158	0.42637451460760289	1	1	1.5333695478346554	0.14328567143285673	0.41993989006896415	1	1	1.5121196975205273	0.15158484151584842	0.4301259850704906	1	1	True	high_burden	False	False	False	86	5.0200100498520506	1	2	CCR7|S100A10	2	CCR7|S100A10	False	0	0	NOT_SUPPORTED
256	GO_Biological_Process_2023	GO:0001959	Regulation Of Cytokine-Mediated Signaling Pathway	Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959)	9554	34	SPPL2B|CD74|VRK2|CASP8|PTPRC|CYLD|IRAK3|PYCARD|IKBKB|IL7|CDC37|PTPN6|TNFAIP3|IRAK2|SPPL2A|TSLP|OTULIN|SPATA2|MAPKAPK2|HIPK1|SYK|TRIM44|AGPAT2|PTPN2|SPHK1|ULK1|PTPN11|SHARPIN|TBK1|IRAK1|SIGIRR|PTPN1|MIB2|IKBKE	0.17326318718471706	0.64078421718084921	0.27039240752057536	-0.87797659189449817	0.80185990700464982	0.92069615269236549	1	1	0.64174593123193002	0.80271972802719727	0.92159146603086972	1	1	0.63982538124681654	0.80101989801019902	0.920718354704814	1	1	True	high_burden	False	False	False	1777	0.64471566129052571	1	6	TNFAIP3|PTPRC|PTPN1|PYCARD|PTPN11|IRAK1	6	TNFAIP3|PTPRC|PTPN1|PYCARD|PTPN11|IRAK1	False	0	0	NOT_SUPPORTED
257	GO_Biological_Process_2023	GO:0001960	Negative Regulation Of Cytokine-Mediated Signaling Pathway	Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)	9554	34	NR1H3|PTPRC|CYLD|GSTP1|OAS1|IRAK3|RFFL|TTLL12|SAMHD1|XIAP|SH2B3|OAS3|APOA1|UXT|NR1H2|PPARG|GPS2|IL6|IL1RN|NLRC5|OTUD4|F2RL1|METTL3|STAT2|PARP14|PELI3|PTPN2|USP18|SIGIRR|YTHDF3|ISG15|ZNF675|YTHDF2|CARD16	0.38662569459799923	1.4253907296177413	0.27124190340544996	0.94702153843526027	0.18104094795260237	0.46804296245742083	1	1	1.42234597329632	0.18088191180881913	0.46763180824774664	1	1	1.4284485494678174	0.18128187181281871	0.46842493599415358	1	1	True	high_burden	False	False	False	1699	0.72944748352842292	1	8	UXT|OAS1|YTHDF2|PTPRC|TTLL12|OTUD4|STAT2|PPARG	8	UXT|OAS1|YTHDF2|PTPRC|TTLL12|OTUD4|STAT2|PPARG	False	0	0	NOT_SUPPORTED
258	GO_Biological_Process_2023	GO:0001961	Positive Regulation Of Cytokine-Mediated Signaling Pathway	Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961)	9554	29	CD74|TXK|MAVS|HIF1A|IL7|TRIM6|CXCR4|RIPK1|PARP9|RNF185|NLRC5|TSLP|TRIM41|LAPTM5|GFI1|RBM47|TRIM44|AGPAT2|TRIM56|PARP14|NLRP6|CSF1|STING1|CASP4|AGPAT1|HSPA1B|CPNE1|IRGM|IKBKE	0.50396142498013441	1.7261733783294986	0.29195295866968024	1.7170869096952952	0.037298135093245338	0.2103610257275155	1	1	1.7230016726336184	0.039196080391960805	0.21602385216023853	1	1	1.7293567825272145	0.035496450354964501	0.20866903694245958	1	1	True	high_burden	False	False	False	1128	1.38531539691035	1	8	GFI1|RBM47|CPNE1|CXCR4|PARP9|HSPA1B|HIF1A|CASP4	8	GFI1|RBM47|CPNE1|CXCR4|PARP9|HSPA1B|HIF1A|CASP4	False	0	0	NOT_SUPPORTED
