display_rank,regulator,regulator_ensg,target,target_ensg,direction,lfc_Rest,lfc_Stim48,programme_order,programme,programme_label,programme_source_terms,programme_memberships_on_edge,is_unclassified_complement
1,CCNC,ENSG00000112237,FUT8,ENSG00000033170,lost_on_activation,0.3061637380848899,-0.2527435550557582,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,GAB2,ENSG00000033327,lost_on_activation,0.3510191753825115,-0.3066776072814762,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,TMSB10,ENSG00000034510,lost_on_activation,0.1473590480060135,-0.2035069670656576,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,RNF19A,ENSG00000034677,lost_on_activation,0.3892250750100806,-0.3300096922562237,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,FAM136A,ENSG00000035141,gained_on_activation,-0.2340027122237524,0.1969515617927198,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,RCN1,ENSG00000049449,gained_on_activation,-0.2492209238342761,0.3996370003033715,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,PHPT1,ENSG00000054148,gained_on_activation,-0.1837806500556976,0.1864153269899331,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,ATP11B,ENSG00000058063,lost_on_activation,0.0908708227034513,-0.1144918249279963,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,SLC2A3,ENSG00000059804,lost_on_activation,0.2367963993682152,-0.4074304676125092,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,ZNF275,ENSG00000063587,lost_on_activation,0.2257752087484583,-0.2461939613999431,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,DDX20,ENSG00000064703,gained_on_activation,-0.2572523421434077,0.2314399497706197,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,YBX1,ENSG00000065978,gained_on_activation,-0.2227753333637215,0.1665575047910446,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,PPP2R5A,ENSG00000066027,lost_on_activation,0.1546943618961601,-0.140016412587098,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,RASSF1,ENSG00000068028,lost_on_activation,0.1849004425062971,-0.3013727837571519,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,GRIPAP1,ENSG00000068400,lost_on_activation,0.1616329712537472,-0.1909659399918515,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,NUCKS1,ENSG00000069275,gained_on_activation,-0.2190130470059724,0.0892064658950111,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,OSBPL3,ENSG00000070882,lost_on_activation,0.1941440539411458,-0.2472864154604609,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,TCF3,ENSG00000071564,gained_on_activation,-0.26843605668247,0.1585336984974431,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,MBD3,ENSG00000071655,gained_on_activation,-0.281006699956258,0.2622768157345594,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,AFF4,ENSG00000072364,lost_on_activation,0.1840139281114475,-0.1918848993214014,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,BCS1L,ENSG00000074582,gained_on_activation,-0.3096258187475026,0.3512073367793712,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,TIMM21,ENSG00000075336,gained_on_activation,-0.3820447190804835,0.267554225987453,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,FOSL2,ENSG00000075426,lost_on_activation,0.3760168683583792,-0.6413409432661931,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,APBB1IP,ENSG00000077420,lost_on_activation,0.1525558190485374,-0.1326014137372932,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,CPOX,ENSG00000080819,lost_on_activation,0.2911760707394469,-0.2095220829765539,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,CLDND1,ENSG00000080822,lost_on_activation,0.3718541249838804,-0.1922522829356246,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,OSTM1,ENSG00000081087,lost_on_activation,0.2107724382550263,-0.2700734188423855,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,STK17B,ENSG00000081320,lost_on_activation,0.6342348252125004,-0.2332466471658314,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,TRAF5,ENSG00000082512,lost_on_activation,0.4649687402317852,-0.1944544672941879,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,TUT7,ENSG00000083223,lost_on_activation,0.1696442965913726,-0.1407201966694297,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,AGBL5,ENSG00000084693,gained_on_activation,-0.3623120669786658,0.40020024116578,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,BAX,ENSG00000087088,gained_on_activation,-0.2654259132883475,0.241081426880059,3,stress_survival,Stress/survival,KEGG_APOPTOSIS,1,False
1,CCNC,ENSG00000112237,RTRAF,ENSG00000087302,gained_on_activation,-0.1034385813145778,0.1194765817852316,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,PXN,ENSG00000089159,lost_on_activation,0.1839518029432924,-0.3232830106876291,6,synapse_trafficking,Synapse/trafficking,KEGG_CHEMOKINE_SIGNALING_PATHWAY;KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION;KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,1,False
1,CCNC,ENSG00000112237,FXYD5,ENSG00000089327,lost_on_activation,0.2350720926166682,-0.194418012971373,7,unclassified,Outside six programmes,,0,True
1,CCNC,ENSG00000112237,FH,ENSG00000091483,gained_on_activation,-0.2174578195638299,0.1403949503566201,5,metabolism_mitochondria,Metabolism/mitochondria,KEGG_CITRATE_CYCLE_TCA_CYCLE,1,False
