null_model	normalization	bin_left	bin_right	bin_midpoint	count	total_draws
target_conditioned	author_normalized	-0.25536259557313	-0.25292001952907	-0.2541413075511	1237	100000
target_conditioned	author_normalized	-0.25292001952907	-0.25047744348501	-0.25169873150704	1442	100000
target_conditioned	author_normalized	-0.25047744348501	-0.248034867440949	-0.249256155462979	1750	100000
target_conditioned	author_normalized	-0.248034867440949	-0.245592291396889	-0.246813579418919	2059	100000
target_conditioned	author_normalized	-0.245592291396889	-0.243149715352829	-0.244371003374859	2412	100000
target_conditioned	author_normalized	-0.243149715352829	-0.240707139308768	-0.241928427330799	2600	100000
target_conditioned	author_normalized	-0.240707139308768	-0.238264563264708	-0.239485851286738	3004	100000
target_conditioned	author_normalized	-0.238264563264708	-0.235821987220648	-0.237043275242678	3186	100000
target_conditioned	author_normalized	-0.235821987220648	-0.233379411176588	-0.234600699198618	3557	100000
target_conditioned	author_normalized	-0.233379411176588	-0.230936835132527	-0.232158123154557	3759	100000
target_conditioned	author_normalized	-0.230936835132527	-0.228494259088467	-0.229715547110497	3790	100000
target_conditioned	author_normalized	-0.228494259088467	-0.226051683044407	-0.227272971066437	4124	100000
target_conditioned	author_normalized	-0.226051683044407	-0.223609107000346	-0.224830395022376	4182	100000
target_conditioned	author_normalized	-0.223609107000346	-0.221166530956286	-0.222387818978316	4235	100000
target_conditioned	author_normalized	-0.221166530956286	-0.218723954912226	-0.219945242934256	4421	100000
target_conditioned	author_normalized	-0.218723954912226	-0.216281378868165	-0.217502666890196	4468	100000
target_conditioned	author_normalized	-0.216281378868165	-0.213838802824105	-0.215060090846135	4299	100000
target_conditioned	author_normalized	-0.213838802824105	-0.211396226780045	-0.212617514802075	4268	100000
target_conditioned	author_normalized	-0.211396226780045	-0.208953650735985	-0.210174938758015	4077	100000
target_conditioned	author_normalized	-0.208953650735985	-0.206511074691924	-0.207732362713954	3840	100000
target_conditioned	author_normalized	-0.206511074691924	-0.204068498647864	-0.205289786669894	3540	100000
target_conditioned	author_normalized	-0.204068498647864	-0.201625922603804	-0.202847210625834	3295	100000
target_conditioned	author_normalized	-0.201625922603804	-0.199183346559743	-0.200404634581773	3037	100000
target_conditioned	author_normalized	-0.199183346559743	-0.196740770515683	-0.197962058537713	2847	100000
target_conditioned	author_normalized	-0.196740770515683	-0.194298194471623	-0.195519482493653	2439	100000
target_conditioned	author_normalized	-0.194298194471623	-0.191855618427562	-0.193076906449593	2156	100000
target_conditioned	author_normalized	-0.191855618427562	-0.189413042383502	-0.190634330405532	1927	100000
target_conditioned	author_normalized	-0.189413042383502	-0.186970466339442	-0.188191754361472	1660	100000
target_conditioned	author_normalized	-0.186970466339442	-0.184527890295382	-0.185749178317412	1396	100000
target_conditioned	author_normalized	-0.184527890295382	-0.182085314251321	-0.183306602273351	1171	100000
target_conditioned	author_normalized	-0.182085314251321	-0.179642738207261	-0.180864026229291	999	100000
target_conditioned	author_normalized	-0.179642738207261	-0.177200162163201	-0.178421450185231	793	100000
target_conditioned	author_normalized	-0.177200162163201	-0.17475758611914	-0.17597887414117	637	100000
target_conditioned	author_normalized	-0.17475758611914	-0.17231501007508	-0.17353629809711	524	100000
target_conditioned	author_normalized	-0.17231501007508	-0.16987243403102	-0.17109372205305	412	100000
target_conditioned	author_normalized	-0.16987243403102	-0.167429857986959	-0.16865114600899	349	100000
target_conditioned	author_normalized	-0.167429857986959	-0.164987281942899	-0.166208569964929	247	100000
target_conditioned	author_normalized	-0.164987281942899	-0.162544705898839	-0.163765993920869	183	100000
target_conditioned	author_normalized	-0.162544705898839	-0.160102129854779	-0.161323417876809	157	100000
target_conditioned	author_normalized	-0.160102129854779	-0.157659553810718	-0.158880841832748	124	100000
target_conditioned	author_normalized	-0.157659553810718	-0.155216977766658	-0.156438265788688	83	100000
target_conditioned	author_normalized	-0.155216977766658	-0.152774401722598	-0.153995689744628	55	100000
target_conditioned	author_normalized	-0.152774401722598	-0.150331825678537	-0.151553113700567	42	100000
target_conditioned	author_normalized	-0.150331825678537	-0.147889249634477	-0.149110537656507	33	100000
target_conditioned	author_normalized	-0.147889249634477	-0.145446673590417	-0.146667961612447	15	100000
target_conditioned	author_normalized	-0.145446673590417	-0.143004097546356	-0.144225385568387	25	100000
target_conditioned	author_normalized	-0.143004097546356	-0.140561521502296	-0.141782809524326	4	100000
